,userId,recommended_movies
42,43,"[31658, 49286, 26900, 86, 92046, 3067, 4353, 1003, 3155, 2551]"
43,44,"[2732, 26900, 8254, 4642, 7156, 98124, 5712, 92046, 86345, 176]"
44,45,"[2360, 79008, 5008, 162, 92046, 176, 6787, 98124, 898, 7156]"
45,46,"[7156, 8254, 78499, 86345, 922, 1276, 92046, 166643, 176, 5014]"
46,47,"[2732, 56339, 4226, 176, 8610, 6283, 87194, 279, 94503, 6140]"
47,48,"[5712, 98124, 4225, 86345, 176, 8254, 922, 92046, 7156, 80489]"
48,49,"[1296, 162, 8014, 6787, 922, 7156, 8254, 176, 86345, 92046]"
49,50,"[26340, 26498, 4941, 4450, 173307, 5690, 110553, 52730, 3035, 95738]"
50,51,"[3470, 6787, 5690, 7156, 80489, 2732, 64622, 4225, 176, 98124]"
51,52,"[5008, 4326, 98124, 2360, 898, 6787, 176, 162, 7156, 1952]"
52,53,"[78499, 2841, 31658, 26900, 48516, 86345, 4353, 92046, 1276, 5014]"
53,54,"[70533, 56339, 32657, 5712, 2732, 87194, 176, 86345, 7156, 52730]"
54,55,"[162, 5008, 86345, 98124, 7156, 8254, 5712, 92046, 6787, 176]"
55,56,"[98124, 5712, 6787, 922, 1276, 8254, 7156, 176, 86345, 92046]"
56,57,"[930, 1952, 4326, 5008, 2360, 176, 1296, 7156, 6787, 80489]"
57,58,"[86345, 1252, 55118, 6377, 166643, 92046, 176, 922, 7156, 5014]"
58,59,"[2360, 5008, 33660, 7156, 8254, 162, 4326, 8014, 176, 6787]"
59,60,"[6787, 4225, 5712, 92046, 7156, 8254, 80489, 176, 86345, 98124]"
60,61,"[1296, 2360, 4326, 6787, 8254, 8014, 7156, 176, 162, 5008]"
61,62,"[6787, 51255, 1276, 922, 92046, 166643, 5014, 6350, 78499, 86345]"
62,63,"[98124, 134130, 3200, 92046, 6787, 158966, 7156, 2730, 6283, 176]"
63,64,"[86345, 308, 8254, 3429, 1952, 162, 176, 6787, 7156, 80489]"
64,65,"[98124, 8014, 168252, 80489, 5712, 7156, 86345, 176, 8254, 6787]"
65,66,"[4973, 55118, 87232, 104374, 1276, 166643, 92046, 76093, 5014, 86345]"
66,67,"[79008, 6787, 162, 8254, 7156, 86345, 1276, 922, 176, 92046]"
67,68,"[7024, 3200, 4928, 176, 2732, 26131, 8253, 3083, 1329, 87194]"
68,69,"[104374, 162, 6787, 176, 86345, 4326, 92046, 1296, 6377, 7156]"
69,70,"[176, 92046, 72737, 1952, 593, 50, 162, 4326, 6787, 7156]"
70,71,"[1396, 3863, 1024, 4353, 2529, 1003, 4677, 86345, 3067, 92046]"
71,72,"[72737, 1952, 6787, 92046, 176, 8254, 162, 7156, 86345, 4326]"
72,73,"[176, 117176, 6787, 92046, 1276, 898, 48516, 111759, 86345, 7156]"
73,74,"[7156, 33660, 6377, 72737, 593, 4326, 50, 40819, 1296, 162]"
74,75,"[56339, 98124, 7156, 92046, 8254, 80489, 176, 162, 6787, 8014]"
75,76,"[4450, 5712, 98124, 5095, 64622, 86345, 96861, 2732, 2138, 176]"
76,77,"[79008, 176, 4353, 5712, 98124, 92046, 86345, 8254, 922, 26900]"
77,78,"[64622, 79008, 8254, 5712, 98124, 92046, 176, 86345, 80489, 7156]"
78,79,"[5008, 176, 80489, 2732, 162, 98124, 5712, 7156, 6787, 56339]"
79,80,"[78499, 5902, 55118, 6377, 5014, 86345, 1296, 6350, 111759, 104374]"
80,81,"[98124, 64622, 2732, 96861, 80489, 5712, 92046, 176, 86345, 2138]"
81,82,"[26900, 8254, 79008, 122916, 92046, 6787, 98124, 898, 86345, 176]"
82,83,"[92046, 4326, 162, 86345, 176, 8254, 6787, 7156, 1296, 898]"
83,84,"[5008, 56339, 1221, 2360, 162, 3200, 176, 168252, 7156, 6787]"
84,85,"[1952, 8254, 1296, 33660, 4326, 80489, 7156, 176, 162, 6787]"
85,86,"[7156, 8254, 86345, 176, 80489, 922, 1276, 4353, 4642, 92046]"
86,87,"[79008, 5712, 1276, 6787, 8254, 922, 7156, 176, 86345, 92046]"
87,88,"[308, 111759, 104374, 162, 86345, 6377, 1296, 4326, 6787, 7156]"
88,89,"[107723, 110553, 313, 4505, 180031, 5632, 2138, 64249, 8610, 4093]"
89,90,"[6787, 7156, 139642, 52730, 32657, 5712, 2732, 168252, 176, 87194]"
90,91,"[1150, 98124, 48082, 6787, 77455, 57669, 80489, 3200, 176, 3871]"
91,92,"[922, 5712, 79008, 8254, 98124, 6787, 7156, 176, 92046, 86345]"
92,93,"[229, 3155, 31658, 2551, 922, 5014, 1276, 166643, 92046, 86345]"
93,94,"[92046, 5712, 8254, 5008, 80489, 98124, 7156, 162, 6787, 176]"
94,95,"[8014, 79008, 8254, 2360, 5008, 98124, 6787, 7156, 86345, 92046]"
95,96,"[8014, 6787, 8254, 4225, 922, 92046, 7156, 86345, 176, 1276]"
96,97,"[79008, 5712, 4353, 922, 8254, 7156, 176, 92046, 86345, 98124]"
97,98,"[1276, 8014, 98124, 922, 8254, 6787, 7156, 176, 92046, 86345]"
98,99,"[6787, 8254, 1276, 1296, 7156, 176, 922, 80489, 86345, 92046]"
99,100,"[5954, 7156, 5014, 78499, 48516, 922, 166643, 92046, 86345, 1276]"
100,101,"[4326, 308, 92046, 162, 8254, 6787, 86345, 7156, 1296, 176]"
101,102,"[8254, 5712, 57640, 128620, 98124, 2732, 56339, 176, 7156, 6787]"
102,103,"[8014, 176, 1276, 6787, 7156, 8254, 80489, 922, 92046, 86345]"
103,104,"[55118, 1296, 4326, 87232, 1252, 922, 92046, 5014, 86345, 1276]"
104,105,"[8254, 1952, 7156, 72737, 40819, 4326, 1296, 6787, 162, 55118]"
105,106,"[1952, 7156, 92046, 8254, 4326, 162, 1296, 176, 6787, 86345]"
106,107,"[5712, 7156, 86345, 1276, 176, 922, 4225, 8254, 92046, 80489]"
107,108,"[86345, 5187, 6283, 7156, 6286, 87194, 136449, 176, 92046, 2138]"
108,109,"[3470, 3871, 87194, 3200, 7156, 56339, 168252, 2732, 176, 6787]"
109,110,"[5712, 5008, 56339, 162, 2360, 2732, 7156, 176, 98124, 6787]"
110,111,"[84847, 1276, 180031, 1617, 51255, 7024, 5632, 47, 7301, 92046]"
111,112,"[2360, 162, 8254, 176, 86345, 6787, 7156, 1221, 1296, 8014]"
112,113,"[48082, 2360, 1221, 96829, 7156, 1952, 162, 6787, 40819, 176]"
113,114,"[86345, 1396, 87222, 1003, 44657, 2138, 64249, 4353, 92046, 3991]"
114,115,"[8254, 922, 4326, 98124, 5008, 162, 92046, 6787, 176, 7156]"
115,116,"[159061, 31658, 176, 2551, 92046, 922, 4353, 26900, 86345, 1003]"
116,117,"[98124, 8254, 5712, 56339, 86345, 57640, 176, 7156, 92046, 6787]"
117,118,"[2360, 8014, 5712, 176, 86345, 6787, 8254, 98124, 7156, 162]"
118,119,"[6787, 104374, 308, 111759, 898, 6350, 50, 86345, 1296, 4326]"
119,120,"[8014, 5712, 98124, 80489, 86345, 176, 8254, 7156, 6787, 92046]"
120,121,"[5008, 5712, 98124, 4225, 80489, 8254, 176, 7156, 92046, 86345]"
121,122,"[55118, 5902, 166643, 92046, 5014, 78499, 6350, 1296, 104374, 111759]"
122,123,"[72737, 898, 1296, 176, 1952, 4326, 50, 162, 6787, 7156]"
123,124,"[2360, 1296, 8254, 898, 4326, 8014, 162, 7156, 6787, 176]"
124,125,"[1282, 65585, 7024, 99764, 1203, 86781, 6787, 56339, 176, 7156]"
125,126,"[8254, 96861, 92046, 4353, 5712, 176, 98124, 86345, 1276, 922]"
126,127,"[1024, 49286, 3067, 3863, 1003, 4353, 1396, 26900, 92046, 2694]"
127,128,"[4225, 98124, 176, 8254, 86345, 92046, 80489, 7156, 922, 5712]"
128,129,"[1252, 55118, 91529, 1276, 922, 5014, 6377, 166643, 92046, 86345]"
129,130,"[79008, 2732, 92046, 8254, 5712, 98124, 6787, 176, 86345, 7156]"
130,131,"[79008, 5008, 8014, 162, 8254, 176, 86345, 92046, 6787, 7156]"
131,132,"[98124, 279, 2730, 176, 6283, 3200, 64249, 136449, 3007, 87194]"
132,133,"[32657, 95738, 52730, 2025, 176, 87194, 2732, 59440, 6283, 110553]"
133,134,"[98124, 5712, 6787, 922, 7156, 8254, 1276, 92046, 176, 86345]"
134,135,"[2360, 168252, 8014, 1221, 80489, 86345, 162, 176, 7156, 6787]"
135,136,"[162, 86345, 8254, 98124, 5008, 1296, 6787, 7156, 176, 80489]"
136,137,"[8014, 162, 98124, 1296, 86345, 5712, 8254, 92046, 176, 7156]"
137,138,"[6283, 3200, 98124, 92046, 70533, 176, 87222, 64622, 64249, 87194]"
138,139,"[56339, 4941, 80489, 313, 136449, 2138, 176, 3498, 87194, 6283]"
139,140,"[96861, 154, 27878, 6286, 92046, 87232, 64622, 2442, 84847, 145935]"
140,141,"[86345, 64622, 26498, 96861, 98124, 176, 2138, 80489, 2732, 4450]"
141,142,"[79008, 5712, 4225, 98124, 8254, 6787, 86345, 176, 7156, 92046]"
142,143,"[1252, 7156, 31658, 5014, 1276, 86345, 92046, 922, 8254, 176]"
143,144,"[5008, 898, 162, 86345, 176, 8254, 922, 7156, 6787, 92046]"
144,145,"[8014, 86345, 2360, 5008, 162, 7156, 8254, 98124, 6787, 176]"
145,146,"[98124, 5008, 7156, 79008, 8254, 6787, 3083, 176, 92046, 86345]"
146,147,"[6787, 79008, 8254, 922, 5712, 7156, 98124, 92046, 86345, 176]"
147,148,"[180031, 84847, 79008, 26900, 92046, 1276, 98124, 86345, 4353, 176]"
148,149,"[4225, 2732, 8254, 92046, 80489, 7156, 176, 98124, 86345, 5712]"
149,150,"[79008, 4225, 6787, 8254, 5712, 7156, 98124, 86345, 92046, 176]"
150,151,"[2694, 4677, 86345, 1003, 3067, 1024, 1396, 3863, 92046, 4353]"
151,152,"[898, 5008, 4326, 8254, 8014, 2360, 86345, 176, 162, 6787]"
152,153,"[5500, 7156, 56339, 99764, 6787, 3200, 7024, 6283, 168252, 176]"
153,154,"[8254, 898, 2360, 1296, 1952, 176, 6787, 162, 7156, 4326]"
154,155,"[1252, 2551, 176, 26900, 1003, 92046, 4642, 4353, 86345, 31658]"
155,156,"[48082, 98124, 7361, 56339, 158966, 6787, 162, 7156, 7024, 176]"
156,157,"[3470, 6283, 7156, 98124, 92046, 2732, 56339, 5712, 176, 6787]"
157,158,"[4353, 79008, 922, 2571, 8254, 98124, 176, 86345, 26900, 92046]"
158,159,"[8014, 5008, 8254, 5712, 92046, 7156, 6787, 176, 98124, 162]"
159,160,"[128620, 2360, 5712, 162, 6787, 176, 2732, 8254, 7156, 80489]"
160,161,"[2064, 48516, 1024, 1003, 176, 922, 86345, 1276, 4353, 92046]"
161,162,"[80489, 8254, 79008, 5712, 6787, 7156, 98124, 176, 92046, 86345]"
162,163,"[79008, 6787, 5712, 8254, 1276, 7156, 176, 92046, 86345, 98124]"
163,164,"[8254, 4326, 162, 80489, 5008, 92046, 33660, 7156, 176, 6787]"
164,165,"[51903, 4941, 8610, 4093, 72129, 87222, 9, 3991, 64249, 190]"
165,166,"[33660, 40819, 5008, 1952, 6787, 7156, 4326, 162, 2360, 176]"
166,167,"[2360, 8014, 4326, 1296, 8254, 7156, 86345, 162, 6787, 176]"
167,168,"[527, 1296, 308, 162, 4326, 1952, 50, 6787, 40819, 593]"
168,169,"[55118, 8254, 922, 7156, 176, 6787, 92046, 86345, 4326, 1252]"
169,170,"[2732, 8254, 98124, 80489, 5712, 6787, 7156, 86345, 176, 92046]"
170,171,"[78499, 98124, 4225, 79008, 8254, 162, 6787, 922, 92046, 7156]"
171,172,"[48516, 79008, 6787, 8254, 1276, 922, 7156, 176, 86345, 92046]"
172,173,"[7156, 5712, 80489, 98124, 176, 4353, 922, 92046, 1276, 86345]"
173,174,"[922, 80489, 8254, 5712, 6787, 98124, 7156, 86345, 92046, 176]"
174,175,"[90746, 5014, 4353, 166643, 86, 31658, 92046, 86345, 2551, 922]"
175,176,"[80489, 8254, 922, 98124, 92046, 86345, 176, 5712, 4353, 7156]"
176,177,"[48082, 156387, 99764, 86781, 3200, 162, 183897, 176, 7024, 158966]"
177,178,"[2732, 98124, 56339, 8254, 7156, 86345, 176, 92046, 5712, 6787]"
178,179,"[4225, 6787, 922, 80489, 8254, 1276, 92046, 7156, 86345, 176]"
179,180,"[5008, 5712, 80489, 8254, 98124, 92046, 7156, 176, 6787, 86345]"
180,181,"[5712, 80489, 3200, 2732, 128620, 7156, 168252, 176, 6787, 56339]"
181,182,"[37741, 922, 2160, 86345, 87232, 80489, 1296, 3359, 7156, 1276]"
182,183,"[5712, 922, 4225, 8254, 98124, 7156, 176, 80489, 86345, 92046]"
183,184,"[176, 162, 1296, 96829, 40819, 1221, 858, 593, 168252, 6787]"
184,185,"[8014, 5008, 98124, 8254, 80489, 6787, 176, 86345, 92046, 7156]"
185,186,"[79008, 8254, 31658, 922, 1276, 110102, 86345, 92046, 176, 48516]"
186,187,"[3030, 86345, 60333, 158966, 92046, 6787, 48516, 176, 898, 162]"
187,188,"[5712, 4353, 922, 92046, 98124, 8254, 176, 86345, 80489, 7156]"
188,189,"[2360, 8014, 1296, 8254, 162, 86345, 4326, 176, 6787, 7156]"
189,190,"[5712, 4225, 8254, 162, 5008, 6787, 98124, 92046, 7156, 176]"
190,191,"[79008, 98124, 8254, 6787, 898, 176, 1952, 7156, 92046, 86345]"
191,192,"[49286, 8865, 159061, 26900, 3067, 1003, 1024, 92046, 4353, 86345]"
192,193,"[6787, 98124, 922, 8254, 5712, 7156, 80489, 86345, 176, 92046]"
193,194,"[2071, 84847, 3768, 159061, 176, 922, 1003, 86345, 92046, 4353]"
194,195,"[2360, 7156, 898, 8014, 176, 162, 86345, 4326, 6787, 8254]"
195,196,"[5712, 80489, 92046, 159061, 1003, 4353, 86345, 98124, 176, 922]"
196,197,"[26498, 92046, 44657, 190, 51903, 64249, 2138, 9, 87222, 3991]"
197,198,"[59440, 4093, 176, 7024, 2732, 112175, 56339, 87194, 5632, 6283]"
198,199,"[87194, 5690, 6975, 2077, 313, 4941, 6140, 1150, 110553, 6283]"
199,200,"[8254, 3083, 5014, 4642, 86345, 1252, 92046, 1276, 922, 31658]"
200,201,"[48516, 1252, 6377, 1296, 166643, 922, 92046, 86345, 1276, 5014]"
201,202,"[3429, 4326, 33660, 5008, 8254, 162, 176, 6787, 80489, 7156]"
202,203,"[922, 6787, 80489, 98124, 8254, 7156, 86345, 176, 5712, 92046]"
203,204,"[8014, 2360, 40819, 7156, 4326, 1952, 50, 898, 162, 6787]"
204,205,"[6787, 98124, 1296, 5014, 7156, 8254, 176, 922, 86345, 92046]"
205,206,"[5095, 96861, 4353, 80489, 86345, 64249, 26498, 176, 2138, 92046]"
206,207,"[5008, 8014, 8254, 4326, 7156, 162, 92046, 6787, 86345, 176]"
207,208,"[6283, 57640, 6787, 3200, 98124, 56339, 7156, 2732, 87194, 176]"
208,209,"[2360, 898, 6787, 98124, 86345, 162, 176, 8254, 92046, 7156]"
209,210,"[8254, 1276, 48516, 7156, 922, 176, 86345, 1296, 92046, 6787]"
210,211,"[33660, 86345, 7156, 4326, 1296, 162, 6787, 176, 8254, 72737]"
211,212,"[110553, 4941, 52730, 94503, 2025, 213, 5632, 87194, 176, 6283]"
212,213,"[79008, 48516, 8254, 1276, 176, 6787, 7156, 922, 86345, 92046]"
213,214,"[26498, 4093, 190, 87222, 8610, 64249, 52730, 213, 110553, 5632]"
214,215,"[8014, 7156, 79008, 98124, 5712, 176, 8254, 6787, 86345, 92046]"
215,216,"[5008, 8014, 1296, 2360, 1221, 8254, 7156, 162, 6787, 176]"
216,217,"[8132, 7156, 2064, 162, 6787, 86345, 80489, 98124, 92046, 176]"
217,218,"[922, 7156, 79008, 92046, 176, 6787, 98124, 8254, 86345, 5712]"
218,219,"[2202, 27741, 48082, 898, 56339, 158966, 3200, 176, 7156, 6787]"
219,220,"[162, 4326, 80489, 8254, 7156, 6787, 8132, 86345, 92046, 176]"
220,221,"[8254, 3429, 2360, 1952, 80489, 7156, 4326, 176, 6787, 33660]"
221,222,"[8254, 898, 80489, 94959, 158966, 7156, 86345, 168252, 6787, 176]"
222,223,"[5008, 6787, 98124, 5712, 8254, 7156, 86345, 80489, 176, 92046]"
223,224,"[5712, 4225, 79008, 8254, 176, 92046, 1276, 86345, 922, 7156]"
224,225,"[3100, 1003, 86345, 4642, 176, 4353, 50274, 26900, 92046, 1265]"
225,226,"[117176, 1952, 8014, 176, 86345, 6787, 7156, 162, 898, 2360]"
226,227,"[92046, 2360, 8014, 86345, 4326, 8254, 176, 162, 6787, 7156]"
227,228,"[5014, 1252, 92046, 8254, 1276, 79008, 86345, 7156, 176, 922]"
228,229,"[162, 5712, 5008, 80489, 8254, 98124, 86345, 7156, 176, 6787]"
229,230,"[2138, 2025, 180031, 4799, 52730, 110553, 173307, 87222, 8610, 95738]"
230,231,"[8014, 7156, 98124, 92046, 6787, 8254, 162, 86345, 176, 80489]"
231,232,"[50, 593, 1221, 72737, 111759, 308, 86345, 1259, 55118, 1296]"
232,233,"[80489, 5008, 4225, 5712, 98124, 6787, 8254, 7156, 92046, 176]"
233,234,"[8254, 7156, 26649, 5712, 8132, 86345, 176, 98124, 92046, 80489]"
234,235,"[5712, 4225, 176, 92046, 8254, 6787, 86345, 7156, 98124, 80489]"
235,236,"[5008, 8254, 7156, 86345, 162, 176, 80489, 92046, 98124, 6787]"
236,237,"[4225, 79008, 64622, 8254, 98124, 5712, 7156, 176, 92046, 86345]"
237,238,"[4353, 2268, 2071, 26900, 176, 1276, 159061, 92046, 86345, 922]"
238,239,"[55118, 162, 176, 7156, 8254, 308, 1296, 6787, 4326, 86345]"
239,240,"[64622, 26900, 3083, 5712, 176, 4353, 86345, 92046, 98124, 1003]"
240,241,"[8014, 79008, 5712, 98124, 176, 7156, 86345, 6787, 8254, 92046]"
241,242,"[6787, 79008, 8254, 5712, 922, 7156, 92046, 176, 98124, 86345]"
242,243,"[80489, 922, 4642, 4008, 176, 26900, 1003, 4353, 92046, 86345]"
243,244,"[8014, 8254, 98124, 176, 162, 86345, 7156, 6787, 80489, 92046]"
244,245,"[51903, 8610, 110553, 2389, 64249, 87222, 9, 190, 1396, 3991]"
245,246,"[8014, 162, 92046, 7156, 86345, 98124, 6787, 176, 898, 79008]"
246,247,"[5632, 87194, 5712, 213, 6283, 98124, 92046, 180031, 176, 7156]"
247,248,"[5008, 7156, 5712, 92046, 6787, 98124, 86345, 176, 8254, 80489]"
248,249,"[96829, 4326, 40819, 6016, 898, 55442, 6787, 1952, 162, 72737]"
249,250,"[1276, 98124, 8254, 6787, 922, 86345, 7156, 4225, 176, 92046]"
250,251,"[8014, 8254, 1296, 1952, 162, 176, 50, 7156, 4326, 6787]"
251,252,"[1270, 179073, 48516, 1921, 92046, 86345, 90746, 5014, 922, 1276]"
252,253,"[5008, 5712, 4225, 6787, 86345, 92046, 8254, 80489, 176, 7156]"
253,254,"[2360, 8014, 86345, 4326, 162, 8254, 1952, 176, 7156, 6787]"
254,255,"[4941, 8610, 87222, 5632, 3991, 110553, 190, 9, 4093, 64249]"
255,256,"[78499, 166643, 48516, 31658, 5014, 922, 92046, 86345, 26900, 1276]"
256,257,"[49286, 2389, 3863, 3564, 4353, 3991, 1396, 2694, 502, 9]"
257,258,"[8014, 92046, 5712, 80489, 6787, 8254, 7156, 86345, 1296, 176]"
258,259,"[96861, 5712, 4450, 56339, 52730, 87194, 176, 2732, 32657, 2138]"
259,260,"[6787, 5712, 98124, 176, 92046, 8254, 7156, 111617, 922, 79008]"
260,261,"[98124, 2360, 8014, 5008, 176, 92046, 7156, 6787, 162, 8254]"
261,262,"[49286, 2071, 159061, 92046, 922, 4353, 1003, 176, 86345, 26900]"
262,263,"[3429, 158966, 2176, 162, 7156, 6787, 80489, 5008, 56339, 176]"
263,264,"[79008, 7156, 1276, 1003, 922, 98124, 176, 92046, 86345, 4353]"
264,265,"[8254, 5712, 162, 92046, 5008, 80489, 98124, 176, 7156, 6787]"
265,266,"[5008, 2360, 1221, 176, 4326, 162, 7156, 6787, 1952, 8014]"
266,267,"[98124, 166643, 79008, 8254, 1276, 86345, 92046, 7156, 922, 176]"
267,268,"[1150, 87194, 5690, 2732, 168252, 6787, 57640, 176, 6283, 3200]"
268,269,"[162, 80489, 98124, 7156, 8254, 5712, 86345, 6787, 92046, 176]"
269,270,"[4326, 8254, 92046, 5008, 6787, 2360, 162, 7156, 98124, 176]"
270,271,"[4225, 79008, 7156, 5712, 8254, 922, 92046, 98124, 86345, 176]"
271,272,"[79008, 92046, 6787, 98124, 86345, 5712, 1296, 176, 7156, 8254]"
272,273,"[4225, 79008, 80489, 8254, 92046, 922, 98124, 176, 86345, 7156]"
273,274,"[81845, 89864, 91077, 117176, 106782, 112552, 6787, 115569, 86345, 92046]"
274,275,"[57669, 52730, 2202, 6283, 27741, 7156, 3200, 3462, 6787, 57640]"
275,276,"[166643, 176, 4353, 1921, 86345, 1276, 78499, 92046, 922, 48516]"
276,277,"[98124, 70533, 7024, 87194, 3200, 2732, 99764, 6283, 56339, 176]"
277,278,"[5712, 922, 8254, 1276, 98124, 7156, 6787, 176, 92046, 86345]"
278,279,"[79008, 5008, 8014, 8254, 176, 7156, 92046, 98124, 86345, 6787]"
279,280,"[8014, 79008, 1276, 7156, 92046, 922, 86345, 6787, 8254, 176]"
280,281,"[56339, 48082, 930, 5008, 6787, 162, 2360, 7156, 168252, 176]"
281,282,"[162, 78499, 6787, 166643, 308, 86345, 92046, 6350, 104374, 1296]"
282,283,"[2360, 162, 5712, 8254, 898, 98124, 86345, 7156, 176, 6787]"
283,284,"[8254, 6787, 5712, 98124, 57640, 7156, 176, 86345, 80489, 92046]"
284,285,"[79008, 1952, 8014, 92046, 176, 898, 5008, 162, 2360, 7156]"
285,286,"[98124, 80489, 5008, 8014, 8254, 7156, 86345, 6787, 176, 92046]"
286,287,"[2732, 56339, 98124, 6787, 3200, 162, 7156, 176, 168252, 57640]"
287,288,"[26712, 2202, 162, 2360, 4326, 7156, 176, 5008, 6787, 2732]"
288,289,"[1221, 40819, 1296, 4326, 2360, 162, 176, 6787, 1952, 7156]"
289,290,"[33660, 2360, 176, 7156, 1296, 308, 4326, 162, 40819, 6787]"
290,291,"[79008, 6787, 8254, 176, 92046, 86345, 7156, 1296, 1276, 98124]"
291,292,"[79008, 2351, 8254, 5008, 7156, 176, 98124, 6787, 92046, 162]"
292,293,"[3200, 98124, 56339, 80489, 2732, 87194, 176, 6787, 86345, 7156]"
293,294,"[70533, 168252, 176, 3550, 87194, 6283, 1150, 3871, 57669, 3200]"
294,295,"[5008, 8014, 162, 4326, 8254, 6787, 86345, 176, 92046, 7156]"
295,296,"[1952, 898, 5008, 4326, 2360, 8014, 8254, 6787, 162, 176]"
296,297,"[8254, 162, 86345, 2360, 5008, 56339, 7156, 176, 98124, 6787]"
297,298,"[77455, 56339, 176, 5500, 2138, 6337, 313, 26649, 86781, 1150]"
298,299,"[4326, 8254, 8014, 5008, 6787, 176, 162, 2360, 86345, 7156]"
299,300,"[162, 6787, 86345, 2360, 98124, 176, 5712, 7156, 8254, 2732]"
300,301,"[5008, 2732, 6787, 98124, 5712, 8254, 4225, 7156, 176, 92046]"
301,302,"[5712, 5008, 86345, 4225, 8254, 6787, 98124, 7156, 176, 92046]"
302,303,"[5008, 79008, 5712, 8254, 6787, 7156, 86345, 92046, 176, 98124]"
303,304,"[98124, 4225, 7156, 8254, 92046, 80489, 922, 176, 86345, 8132]"
304,305,"[5712, 8254, 922, 8132, 3429, 7156, 86345, 176, 92046, 6787]"
305,306,"[4353, 87194, 8610, 44657, 64249, 87222, 92046, 1396, 190, 3991]"
306,307,"[96829, 6283, 89759, 87234, 86781, 57640, 66509, 176, 3200, 158966]"
307,308,"[59440, 64622, 5712, 7156, 86345, 101529, 52730, 176, 92046, 98124]"
