,userId,cluster,content,dfm,fm,knn,lightgcn,mf,ngcf
60,61,"['Northwest Passage', 'Mighty Joe Young', 'King Kong', 'Dragonheart 2: A New Beginning', 'Maximum Ride', 'Aelita: The Queen of Mars (Aelita)', 'Beowulf & Grendel', 'Seeker: The Dark Is Rising, The', 'Clash of the Titans', 'In the Name of the King III']","['Pride and Glory', 'Silverado', 'Unforgettable', 'Sherlock Holmes and the Secret Weapon', 'Get Carter', 'True Crime', 'Sherlock Holmes: Terror by Night', 'Red River', 'Fighting Seabees, The', 'Hellevator']","['Secret in Their Eyes, The (El secreto de sus ojos)', 'A Pigeon Sat on a Branch Reflecting on Existence', 'King of New York', 'Body Heat', ""Von Ryan's Express"", 'The Night Before', 'Soloist, The', 'District 13: Ultimatum (Banlieue 13 - Ultimatum)', 'Bride Wars', 'Where Eagles Dare']","['Room with a View, A', 'Celebration, The (Festen)', 'Mississippi Burning', ""All the President's Men"", 'Arizona Dream', 'Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Living in Oblivion', 'Crumb', 'Witness for the Prosecution']","['Lord of the Rings: The Fellowship of the Ring, The', 'Apocalypse Now', 'Lord of the Rings: The Two Towers, The', 'Casino', 'Kill Bill: Vol. 2', 'Shining, The', 'Unleashed (Danny the Dog)', 'Dear Wendy', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)', 'Vampire Hunter D']","['Shawshank Redemption, The', 'Pulp Fiction', 'Seven (a.k.a. Se7en)', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Silence of the Lambs, The', 'Usual Suspects, The', 'Forrest Gump', 'Matrix, The', 'Terminator 2: Judgment Day', 'Braveheart']","['Shining, The', 'Apocalypse Now', 'Kill Bill: Vol. 2', 'Lord of the Rings: The Fellowship of the Ring, The', 'Lord of the Rings: The Two Towers, The', 'Casino', 'Unleashed (Danny the Dog)', 'Dear Wendy', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)', 'Vampire Hunter D']","['Shawshank Redemption, The', 'Casino', 'Shining, The', 'Lord of the Rings: The Two Towers, The', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Mystic River', 'Snatch', 'Lord of the Rings: The Fellowship of the Ring, The', ""Monty Python's Life of Brian"", 'Donnie Darko']"
61,62,"['Getaway, The', 'City of God (Cidade de Deus)', 'Defiant Ones, The', 'Money Train', 'Bad Boys', 'Metro', 'Another 48 Hrs.', 'Wasabi', 'Last Boy Scout, The', 'Hunting Party, The']","['Magnum Force', 'Tiger and the Snow, The (La tigre e la neve)', 'FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com)', 'Fun', 'Switchback', 'Nixon', 'Once Upon a Time in America', 'Game, The', 'The Circle', 'You Can Count on Me']","[""Brother's Keeper"", 'Three Burials of Melquiades Estrada, The', 'Dinner Rush', 'Thirty-Two Short Films About Glenn Gould', 'Hopscotch', 'Survive Style 5+', 'The Night Before', 'Beautiful Thing', 'Where Eagles Dare', ""Von Ryan's Express""]","[""All the President's Men"", 'Hot Fuzz', 'Cool Hand Luke', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', 'Contact High', 'Hidden Figures', 'I Am Sam', 'Laputa: Castle in the Sky (Tenkû no shiro Rapyuta)', 'Toy Story 3', 'Louis C.K.: Hilarious']","['Triangle', 'Departed, The', 'Godfather, The', 'Silence of the Lambs, The', 'Star Wars: Episode IV - A New Hope', 'Requiem for a Dream', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Fight Club', 'Inception', 'Avengers: Infinity War - Part I']","['Iron Man', 'Inception', 'Interstellar', 'Guardians of the Galaxy', 'Lord of the Rings: The Return of the King, The', 'Lord of the Rings: The Fellowship of the Ring, The', 'The Imitation Game', 'Deadpool', 'Edge of Tomorrow', 'Avengers, The']","['Godfather, The', 'Fight Club', 'Star Wars: Episode IV - A New Hope', 'Kiss Kiss Bang Bang', 'Departed, The', 'Trainspotting', 'Casino Royale', ""King's Speech, The"", 'Grand Budapest Hotel, The', 'Princess Mononoke (Mononoke-hime)']","['Inception', 'Dark Knight, The', 'Lord of the Rings: The Return of the King, The', 'The Imitation Game', 'Avengers, The', 'Interstellar', 'Shutter Island', 'Dark Knight Rises, The', 'Kill Bill: Vol. 2', 'Wolf of Wall Street, The']"
62,63,"['Osmosis Jones', 'Stunt Man, The', 'Extreme Days', 'Casanova', 'Hunting Party, The', 'Cowboy Way, The', 'Palookaville', 'Last Dragon, The', 'Pink Cadillac', 'Nicotina']","['Moana', 'The Nice Guys', 'Superman IV: The Quest for Peace', 'Beautiful Creatures', ""Carlito's Way"", 'Ace Ventura: When Nature Calls', 'The Boss Baby', 'Andrew Dice Clay: Dice Rules', 'Knights of Badassdom', 'Despicable Me']","['Wind That Shakes the Barley, The', 'Kagemusha', 'Beautiful Thing', 'Survive Style 5+', 'The Night Before', 'Body Heat', 'Where Eagles Dare', 'Beyond Borders', 'Creature Comforts', 'Soloist, The']","['Batman: The Dark Knight Returns, Part 1', 'The Martian', 'Last Detail, The', 'Contact High', ""All the President's Men"", 'Captain Fantastic', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Barry Lyndon', 'Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira)', 'Living in Oblivion']","['On the Waterfront', 'Apocalypse Now', 'Casablanca', 'Wallace & Gromit: The Wrong Trousers', 'Night at the Opera, A', 'Departed, The', 'Fight Club', 'Full Metal Jacket', 'Fargo', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)']","['Matrix, The', 'Shawshank Redemption, The', 'Fight Club', 'Lord of the Rings: The Fellowship of the Ring, The', 'Lord of the Rings: The Return of the King, The', 'Forrest Gump', 'Lord of the Rings: The Two Towers, The', 'Inception', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Memento']","['Good Will Hunting', 'Fight Club', 'Departed, The', 'Jaws', 'American History X', 'Casablanca', 'Star Wars: Episode VI - Return of the Jedi', 'Equilibrium', 'Kill Bill: Vol. 2', 'Bourne Identity, The']","['Matrix, The', 'Shawshank Redemption, The', 'Lord of the Rings: The Return of the King, The', 'Fight Club', 'Lord of the Rings: The Fellowship of the Ring, The', 'Memento', 'Dark Knight, The', 'Monsters, Inc.', 'Shrek', 'Forrest Gump']"
63,64,"['Beat the Devil', 'Stunt Man, The', 'Cowboy Way, The', 'Palookaville', 'Last Dragon, The', 'Pink Cadillac', 'Nicotina', 'Lords of Dogtown', 'Men Who Stare at Goats, The', 'Robin-B-Hood (Bo bui gai wak)']","['Road to Perdition', 'Shenandoah', 'Shanghai Triad (Yao a yao yao dao waipo qiao)', 'Mongol', 'True Grit', 'Cure', ""Mini's First Time"", 'Gran Torino', 'Savior', 'Nixon']","['Never Let Me Go', 'Survive Style 5+', 'Soloist, The', '2 Guns', 'Wind That Shakes the Barley, The', 'Body Heat', 'The Night Before', 'Where Eagles Dare', 'Creature Comforts', 'Cry, the Beloved Country']","['Louis C.K.: Hilarious', 'Three Colors: White (Trzy kolory: Bialy)', 'Arizona Dream', 'Creature Comforts', 'Midnight Cowboy', 'Crumb', 'Living in Oblivion', ""All the President's Men"", 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Town, The']","['Brotherhood of the Wolf (Pacte des loups, Le)', 'Godfather: Part II, The', 'Silence of the Lambs, The', 'Wallace & Gromit: The Wrong Trousers', 'Cool Hand Luke', 'Lord of the Rings: The Fellowship of the Ring, The', 'Lock, Stock & Two Smoking Barrels', 'Fargo', 'Lord of the Rings: The Return of the King, The', 'Raging Bull']","['Shawshank Redemption, The', 'Forrest Gump', 'Matrix, The', 'Pulp Fiction', 'Memento', 'Seven (a.k.a. Se7en)', 'Fight Club', 'Silence of the Lambs, The', 'Godfather, The', ""Schindler's List""]","['Christmas Story, A', 'Godfather: Part II, The', 'Fargo', 'Lord of the Rings: The Return of the King, The', 'Godfather, The', 'Jaws', 'Lord of the Rings: The Fellowship of the Ring, The', 'Star Wars: Episode V - The Empire Strikes Back', 'Big Lebowski, The', 'Wallace & Gromit: The Wrong Trousers']","['Shawshank Redemption, The', 'Silence of the Lambs, The', 'Goodfellas', 'Good Will Hunting', 'Star Wars: Episode VI - Return of the Jedi', 'Fight Club', 'Sixth Sense, The', 'Independence Day (a.k.a. ID4)', 'Forrest Gump', 'Ghostbusters (a.k.a. Ghost Busters)']"
64,65,"['Musketeer, The', 'Three Musketeers, The', 'Helen of Troy', 'Eight Below', 'First Knight', 'Days of Thunder', 'Crouching Tiger, Hidden Dragon (Wo hu cang long)', 'House of Flying Daggers (Shi mian mai fu)', 'Bellflower', 'Big Blue, The (Grand bleu, Le)']","['Sword of Vengeance', 'Robot & Frank', 'Tsotsi', 'Spy Game', 'Place Beyond the Pines, The', 'Iron Man 3', 'Forgotten, The', 'Need for Speed', ""Jason's Lyric"", 'Da Vinci Code, The']","[""Knockin' on Heaven's Door"", 'The Night Before', 'Body Heat', 'Wind That Shakes the Barley, The', 'Watching the Detectives', 'Savior', 'Creature Comforts', 'Soloist, The', ""Brother's Keeper"", '9/11']","['Batman: The Dark Knight Returns, Part 1', 'Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)', 'Logan', 'Town, The', 'Blow Out', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Louis C.K.: Hilarious', 'Living in Oblivion', 'Arizona Dream', ""All the President's Men""]","[""Schindler's List"", 'Fight Club', 'Dead Poets Society', 'V for Vendetta', 'Gran Torino', 'Cloud Atlas', 'Little Girl Who Lives Down the Lane, The', 'xXx: State of the Union', ""National Lampoon's Lady Killers (National Lampoon's Gold Diggers)"", 'Vampire Hunter D']","['Inception', 'Shawshank Redemption, The', 'Matrix, The', 'Dark Knight, The', 'Lord of the Rings: The Return of the King, The', 'Forrest Gump', 'Lord of the Rings: The Fellowship of the Ring, The', 'Fight Club', 'Interstellar', 'Lord of the Rings: The Two Towers, The']","['Fight Club', ""Schindler's List"", 'Gran Torino', 'Dead Poets Society', 'V for Vendetta', 'Cloud Atlas', 'Trip to the Moon, A (Voyage dans la lune, Le)', ""National Lampoon's Lady Killers (National Lampoon's Gold Diggers)"", 'Vampire Hunter D', 'Mischief']","['Shutter Island', 'Inception', 'Fight Club', 'Godfather: Part II, The', 'Inglourious Basterds', 'Silence of the Lambs, The', 'Shawshank Redemption, The', 'Dark Knight Rises, The', 'Dark Knight, The', ""Schindler's List""]"
65,66,"['Stunt Man, The', 'Protector, The', 'Bronson', 'Getaway, The', 'Hunting Party, The', ""King Solomon's Mines"", 'Osmosis Jones', 'Beat the Devil', 'Breathless', 'Fist of Fury (Chinese Connection, The) (Jing wu men)']","['Narcopolis', 'Obsession', 'Dirty Dozen, The', 'Mozart and the Whale', 'Beautiful Creatures', 'Tiger and the Snow, The (La tigre e la neve)', 'Maid in Manhattan', 'Nixon', 'eXistenZ', 'Bitter Moon']","['Survive Style 5+', 'The Night Before', 'Beyond Borders', 'Bride Wars', 'Wind That Shakes the Barley, The', 'Beautiful Thing', ""Knockin' on Heaven's Door"", 'Soloist, The', 'Watching the Detectives', 'World of Tomorrow']","[""Amelie (Fabuleux destin d'Amélie Poulain, Le)"", 'Eastern Promises', 'X-Men: First Class', 'About Time', 'Cool Hand Luke', 'Hidden Figures', 'Contact High', 'How to Train Your Dragon', 'I Am Sam', 'Louis C.K.: Hilarious']","['Gallipoli', 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Fight Club', '12 Angry Men', 'Lord of the Rings: The Return of the King, The', 'Chinatown', 'Little Big Man', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', 'Matrix, The', 'Goodfellas']","['Star Wars: Episode IV - A New Hope', 'Godfather, The', 'Independence Day (a.k.a. ID4)', 'Groundhog Day', 'Tin Cup', ""Monty Python's Life of Brian"", 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Big', 'No Small Affair', 'Basic Instinct']","['Fight Club', 'Chinatown', 'Matrix, The', 'Goodfellas', '12 Angry Men', 'Lord of the Rings: The Return of the King, The', 'Kill Bill: Vol. 1', 'Little Big Man', 'Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)', 'Seven Samurai (Shichinin no samurai)']","['Jaws', 'Best in Show', 'Game, The', 'Shawshank Redemption, The', 'L.A. Confidential', 'No Small Affair', 'Karate Kid, The', ""Dante's Peak"", 'Liar Liar', 'Scream']"
66,67,"['Hunting Party, The', 'Cowboy Way, The', 'Palookaville', 'Last Dragon, The', 'Pink Cadillac', 'Nicotina', 'Lords of Dogtown', 'Men Who Stare at Goats, The', 'Robin-B-Hood (Bo bui gai wak)', 'Kill! (Kiru)']","['Man Apart, A', 'Indiana Jones and the Kingdom of the Crystal Skull', 'Ride Along 2', 'Smokey and the Bandit', 'Informant!, The', 'Bugsy', 'Train of Life (Train de vie)', 'Star Trek IV: The Voyage Home', 'Thin Red Line, The', 'Arrival, The']","['Bride Wars', 'Conjuring, The', 'Body Heat', 'Wind That Shakes the Barley, The', 'Soloist, The', 'Where Eagles Dare', 'Creature Comforts', 'Watching the Detectives', ""Brother's Keeper"", 'The Night Before']","['South Park: Imaginationland', ""All the President's Men"", 'Crumb', 'Arizona Dream', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Louis C.K.: Hilarious', 'Cool Hand Luke', 'Sunset Blvd. (a.k.a. Sunset Boulevard)', 'Living in Oblivion', 'Contact High']","['Léon: The Professional (a.k.a. The Professional) (Léon)', 'Shrek', 'Terminator 2: Judgment Day', 'Zootopia', 'Taxi 2', 'Men in Black (a.k.a. MIB)', 'Taxi', 'Palindromes', 'Amityville Horror, The', 'Ascent, The (Voskhozhdeniye)']","['Matrix, The', 'Shawshank Redemption, The', 'Lord of the Rings: The Return of the King, The', 'Lord of the Rings: The Two Towers, The', 'Fight Club', 'Lord of the Rings: The Fellowship of the Ring, The', 'Star Wars: Episode IV - A New Hope', 'Inception', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Star Wars: Episode VI - Return of the Jedi']","['Shrek', 'Terminator 2: Judgment Day', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Zootopia', 'Men in Black (a.k.a. MIB)', 'Taxi 2', 'Taxi', 'Before the Fall (NaPolA - Elite für den Führer)', ""Hitchhiker's Guide to the Galaxy, The"", 'Common Thread, A (a.k.a. Sequins) (Brodeuses)']","['Shawshank Redemption, The', 'Toy Story', 'Léon: The Professional (a.k.a. The Professional) (Léon)', 'Dark Knight, The', 'Lord of the Rings: The Return of the King, The', 'Fight Club', 'Terminator 2: Judgment Day', 'Star Wars: Episode IV - A New Hope', 'Monsters, Inc.', 'American Beauty']"
67,68,"['Stunt Man, The', 'Casanova', 'Dragonheart 2: A New Beginning', 'Extreme Days', 'Hunting Party, The', 'Aelita: The Queen of Mars (Aelita)', 'Chase, The', 'Flashback', 'The Great Train Robbery', 'Four Musketeers, The']","[""Logan's Run"", 'Tequila Sunrise', 'Cranes Are Flying, The (Letyat zhuravli)', 'Six-String Samurai', 'Librarian: Quest for the Spear, The', ""Let's Get Harry"", 'Justice League', 'The Legend of Tarzan', 'Alamo, The', 'Mulan']","[""Von Ryan's Express"", 'The Night Before', 'Savior', 'Planes', ""Knockin' on Heaven's Door"", 'Wind That Shakes the Barley, The', '9/11', 'Body Heat', ""Brother's Keeper"", 'Creature Comforts']","['Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)', 'Last Detail, The', 'That Obscure Object of Desire (Cet obscur objet du désir)', 'Living in Oblivion', 'Jules and Jim (Jules et Jim)', 'Battle of Algiers, The (La battaglia di Algeri)', 'Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro)', 'All About My Mother (Todo sobre mi madre)', ""Blood for Dracula (Andy Warhol's Dracula)"", 'The Way']","['Poolhall Junkies', 'Conversations with Other Women', 'Endless Summer, The', '35 Up', 'Matrix, The', ""Schindler's List"", 'Shawshank Redemption, The', 'Mr. Brooks', 'Godfather: Part II, The', 'Goodfellas']","['Forrest Gump', 'Pirates of the Caribbean: The Curse of the Black Pearl', 'Home Alone', 'Truman Show, The', 'Shrek', 'Pretty Woman', 'Meet the Parents', 'Catch Me If You Can', 'Titanic', 'Shawshank Redemption, The']","['Fugitive, The', 'Shawshank Redemption, The', 'Hunt for Red October, The', 'Some Like It Hot', 'Clerks', 'Gods Must Be Crazy, The', 'Shining, The', 'Lion King, The', 'Matrix Reloaded, The', 'Muppet Christmas Carol, The']","['Toy Story', 'Fight Club', 'Dark Knight, The', 'Shawshank Redemption, The', 'Austin Powers: International Man of Mystery', 'Independence Day (a.k.a. ID4)', 'Good Will Hunting', 'Gladiator', 'Forrest Gump', 'Spider-Man']"
68,69,"['Hunting Party, The', 'Sneakers', 'Protector, The', 'Bronson', 'Stunt Man, The', 'Dead or Alive: Final', 'Southland Tales', 'Flashback', 'The Great Train Robbery', 'Getaway, The']","['Reservoir Dogs', 'Guardians of the Galaxy 2', ""Man Bites Dog (C'est arrivé près de chez vous)"", 'Witch Hunt', 'Ace Ventura: When Nature Calls', 'Island, The', 'Django Unchained', 'Henry: Portrait of a Serial Killer', 'The Martian', 'Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung)']","['Wind That Shakes the Barley, The', 'Soloist, The', 'Beyond Borders', 'The Night Before', 'Creature Comforts', 'Survive Style 5+', 'Body Heat', 'Never Let Me Go', 'Where Eagles Dare', 'Cry, the Beloved Country']","['About Time', 'Crumb', ""All the President's Men"", 'Living in Oblivion', 'Louis C.K.: Hilarious', 'Mississippi Burning', 'Contact High', 'Room with a View, A', 'Finding Nemo', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The']","['Silence of the Lambs, The', ""One Flew Over the Cuckoo's Nest"", 'Cell, The', 'Planet of the Apes', 'Toy Story', 'Kingdom of Heaven', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)', 'Vampire Hunter D', 'Mischief', 'Mysterious Skin']","['Matrix, The', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark)', 'Star Wars: Episode IV - A New Hope', 'Star Wars: Episode VI - Return of the Jedi', 'Star Wars: Episode V - The Empire Strikes Back', 'Godfather, The', 'Shawshank Redemption, The', 'Fight Club', 'Saving Private Ryan', '2001: A Space Odyssey']","[""One Flew Over the Cuckoo's Nest"", 'Silence of the Lambs, The', 'Cell, The', 'Planet of the Apes', 'Toy Story', 'Kingdom of Heaven', 'Common Thread, A (a.k.a. Sequins) (Brodeuses)', 'Vampire Hunter D', 'Mischief', 'Mysterious Skin']","['Sixth Sense, The', 'Titanic', 'Star Wars: Episode VI - Return of the Jedi', 'Star Trek II: The Wrath of Khan', 'Life as a House', '2001: A Space Odyssey', 'Thirteen Ghosts (a.k.a. Thir13en Ghosts)', 'Lord of the Rings: The Two Towers, The', 'Jurassic Park', 'Silence of the Lambs, The']"
69,70,"['Beat the Devil', 'Kicking and Screaming', 'Big Bully', ""Antonia's Line (Antonia)"", 'In the Bleak Midwinter', 'Nobody Loves Me (Keiner liebt mich)', 'Blue in the Face', 'Jeffrey', 'Love & Human Remains', 'Smoke']","['Reckoning, The', ""Twelve O'Clock High"", 'Prophet, A (Un Prophète)', 'Cinderella', 'Nixon', ""Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)"", 'Guardians of the Galaxy', 'Door in the Floor, The', 'Boys, The', ""Chasuke's Journey""]","['Looking for Richard', 'Never Let Me Go', 'Cry, the Beloved Country', 'World of Tomorrow', 'Phantom Tollbooth, The', 'History of Future Folk, The', 'Tears for Sale', 'King of New York', 'Where Eagles Dare', 'Body Heat']","['Living in Oblivion', 'Contact High', 'Princess and the Frog, The', 'Midnight Cowboy', 'Silence of the Lambs, The', 'Usual Suspects, The', 'Crumb', 'Mississippi Burning', ""All the President's Men"", 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The']","['Patton', 'Good Will Hunting', 'Hustler, The', 'Cinema Paradiso (Nuovo cinema Paradiso)', 'Green Mile, The', 'Kramer vs. Kramer', 'This Is Spinal Tap', 'Slumdog Millionaire', 'E.T. the Extra-Terrestrial', 'Arsenic and Old Lace']","['Shawshank Redemption, The', 'Forrest Gump', 'American Beauty', ""It's a Wonderful Life"", ""One Flew Over the Cuckoo's Nest"", 'Matrix, The', 'Rear Window', ""Schindler's List"", 'Sixth Sense, The', 'Godfather, The']","['Green Mile, The', 'Cinema Paradiso (Nuovo cinema Paradiso)', 'Patton', 'Good Will Hunting', 'Kramer vs. Kramer', 'Hustler, The', 'Truman Show, The', 'Up in the Air', 'This Is Spinal Tap', 'Arsenic and Old Lace']","['Last Picture Show, The', ""Ferris Bueller's Day Off"", 'Hustler, The', 'North by Northwest', 'Forrest Gump', 'Breakfast Club, The', 'League of Their Own, A', 'Annie Hall', 'Cinema Paradiso (Nuovo cinema Paradiso)', 'Good Will Hunting']"
70,71,"[""King Solomon's Mines"", ""On Her Majesty's Secret Service"", 'Stunt Man, The', 'Aelita: The Queen of Mars (Aelita)', 'True Lies', 'Lara Croft Tomb Raider: The Cradle of Life', 'Hunting Party, The', 'Getaway, The', 'Chase, The', 'Daylight']","['Toy Story 2', 'Snow White and the Huntsman', 'No Mercy', ""On Her Majesty's Secret Service"", 'Babylon A.D.', 'Princess and the Warrior, The (Krieger und die Kaiserin, Der)', 'Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung)', 'Clockstoppers', 'Nixon', 'Casino Royale']","['Codependent Lesbian Space Alien Seeks Same', 'Chinese Puzzle (Casse-tête chinois)', ""While We're Young"", 'Snowman, The', 'Conjuring, The', 'Best Exotic Marigold Hotel, The', 'Soloist, The', 'Red Flag', 'Creature Comforts', ""My Sister's Keeper""]","['Sneakers', 'Cell, The', 'Three Caballeros, The', 'Uncommon Valor', 'Planet of the Apes', 'Extreme Measures', 'Turner & Hooch', 'Louis C.K.: Hilarious', 'Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios)', 'Contact High']","[""Mr. Holland's Opus"", 'Star Wars: Episode IV - A New Hope', 'Rock, The', 'Twister', 'Matilda', 'Broken Arrow', 'Mulholland Falls', 'Congo', 'House of Wax', 'Dear Wendy']","['Broken Arrow', 'Independence Day (a.k.a. ID4)', 'Twister', 'Toy Story', 'Eraser', 'Rock, The', 'Star Trek: First Contact', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Star Wars: Episode IV - A New Hope', 'Mission: Impossible']","['Star Wars: Episode IV - A New Hope', ""Mr. Holland's Opus"", 'Rock, The', 'Matilda', 'Twister', 'Mulholland Falls', 'Broken Arrow', 'Congo', 'House of Wax', 'Dear Wendy']","['Eraser', 'Star Trek: First Contact', 'Stargate', 'Nutty Professor, The', 'Twister', 'Terminator 2: Judgment Day', 'Twelve Monkeys (a.k.a. 12 Monkeys)', 'Pocahontas', 'Independence Day (a.k.a. ID4)', 'Congo']"
71,72,"['Sneakers', 'RoboCop 3', 'RoboCop', 'Dead or Alive: Final', 'Getaway, The', 'Hunting Party, The', 'Chase, The', 'Day After Tomorrow, The', 'Sound of Thunder, A', 'Children of Men']","['Rocketeer, The', 'Boy A', 'Paycheck', 'Just My Luck', 'Narcopolis', 'Saboteur', 'Red Dragon', 'Alexander Nevsky (Aleksandr Nevskiy)', 'Beautiful Creatures', 'Twisted']","['Lilies of the Field', ""Von Ryan's Express"", 'Flickering Lights (Blinkende lygter)', 'Patti Rocks', 'Witness for the Prosecution', 'Open Range', 'Holy Mountain, The (Montaña sagrada, La)', 'In the Heat of the Night', 'Promise, The (La promesse)', 'Creature Comforts']","['Princess and the Frog, The', 'Midnight Cowboy', ""All the President's Men"", 'Contact High', 'Living in Oblivion', 'Arizona Dream', 'Crumb', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The', 'Louis C.K.: Hilarious', 'Mississippi Burning']","['Pulp Fiction', 'Godfather, The', ""Schindler's List"", 'American History X', 'Seven (a.k.a. Se7en)', 'Forrest Gump', 'Thin Red Line, The', 'Die Hard: With a Vengeance', 'Toy Story', 'Mysterious Skin']","['Braveheart', 'Matrix, The', 'Shawshank Redemption, The', 'Silence of the Lambs, The', ""Schindler's List"", 'Forrest Gump', 'Usual Suspects, The', 'Pulp Fiction', 'Saving Private Ryan', 'Star Wars: Episode V - The Empire Strikes Back']","[""Schindler's List"", 'Pulp Fiction', 'Forrest Gump', 'Godfather, The', 'American History X', 'Seven (a.k.a. Se7en)', 'Thin Red Line, The', 'Die Hard: With a Vengeance', 'Toy Story', 'Mysterious Skin']","['Mickey Blue Eyes', 'Silence of the Lambs, The', 'Bodyguard, The', 'Shawshank Redemption, The', 'Star Wars: Episode V - The Empire Strikes Back', ""Schindler's List"", 'Godfather: Part II, The', 'Fugitive, The', 'Star Wars: Episode IV - A New Hope', 'Thin Red Line, The']"
72,73,"['Hunting Party, The', 'Sound of Thunder, A', 'Children of Men', 'Jumper', 'Jurassic World', 'Jurassic World: Fallen Kingdom', 'Who Am I? (Wo shi shei)', 'Aelita: The Queen of Mars (Aelita)', 'Maximum Ride', 'Dragonheart 2: A New Beginning']","['Nixon', 'Alien Nation', 'Heart of a Dog (Sobachye serdtse)', 'I Love You to Death', 'Max Manus', 'Letters to Juliet', 'Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)', 'Lost in Space', 'Prestige, The', 'Alice Adams']","['Guy X', 'Where Eagles Dare', 'Bride Wars', 'Chinese Puzzle (Casse-tête chinois)', 'Body Heat', 'Tears for Sale', 'A Perfect Day', 'Jeff Ross Roasts Criminals: Live at Brazos County Jail', 'Red Flag', 'Soloist, The']","['Living in Oblivion', 'The Theory of Everything', ""All the President's Men"", 'Contact High', 'Cool Hand Luke', 'Philadelphia Story, The', 'Departed, The', 'Edge of Tomorrow', 'Louis C.K.: Hilarious', 'Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The']","['Waitress', 'Dark Knight, The', 'Fantastic Mr. Fox', 'Monsters University', 'Social Network, The', 'Finding Nemo', 'Grand Budapest Hotel, The', 'Guardians of the Galaxy', 'Perks of Being a Wallflower, The', '2001: A Space Odyssey']","['Guardians of the Galaxy', 'Up', 'Interstellar', 'Easy A', 'Avatar', 'Avengers: Age of Ultron', 'Ratatouille', 'Crazy, Stupid, Love.', 'Wolf of Wall Street, The', 'Iron Man']","['Guardians of the Galaxy', 'Kill Bill: Vol. 1', '2001: A Space Odyssey', 'Spider-Man 2', 'Social Network, The', 'Grand Budapest Hotel, The', 'Kill Bill: Vol. 2', 'Dark Knight, The', 'Pay It Forward', 'Deadpool']","['Kung Fu Panda', 'Yes Man', 'Bourne Identity, The', 'Toy Story', 'Avatar', 'Inception', 'Inside Out', 'Hangover, The', 'Forgetting Sarah Marshall', 'Click']"
