,userId,recommended_movies
82,83,"[164200, 3429, 60737, 130452, 104245, 158882, 103688, 68932, 142444, 91488]"
83,84,"[1050, 80969, 3429, 40, 3201, 8207, 71033, 60737, 2917, 6808]"
84,85,"[130452, 3429, 65585, 164200, 60737, 68932, 153408, 91488, 6612, 142444]"
85,86,"[71033, 8147, 69849, 68932, 6808, 142422, 40, 37495, 6886, 6752]"
86,87,"[8147, 6752, 68932, 3429, 6886, 40, 37495, 142422, 6808, 2917]"
87,88,"[38095, 60818, 95004, 37495, 65216, 2921, 96945, 148881, 69849, 369]"
88,89,"[104245, 3429, 6612, 1150, 3341, 165969, 68932, 91488, 26326, 103688]"
89,90,"[26326, 164200, 4339, 94661, 103688, 91488, 6612, 68932, 3429, 2358]"
90,91,"[142422, 32460, 37495, 60737, 148881, 44943, 47894, 6808, 2917, 6612]"
91,92,"[79897, 3429, 80693, 105746, 104875, 8015, 80969, 40, 2917, 6808]"
92,93,"[55721, 74668, 4772, 6617, 104245, 2358, 1785, 127298, 3091, 3429]"
93,94,"[142422, 3201, 2917, 5187, 80969, 8207, 71033, 6808, 69849, 40]"
94,95,"[6886, 7889, 3091, 6808, 8147, 68932, 6752, 37495, 65585, 142422]"
95,96,"[68932, 1785, 3429, 6612, 1280, 142422, 69712, 44943, 104245, 49265]"
96,97,"[8147, 6808, 37495, 4339, 6612, 6752, 7889, 68932, 65585, 142422]"
97,98,"[6886, 4339, 3091, 68932, 6752, 37495, 6808, 8147, 142422, 7889]"
98,99,"[6612, 40, 2358, 106, 68932, 60737, 104245, 2917, 47894, 3429]"
99,100,"[8207, 7368, 6886, 142422, 6808, 80969, 40, 69849, 68932, 37495]"
100,101,"[80969, 104245, 41863, 1785, 8207, 40, 142422, 69849, 6808, 103883]"
101,102,"[71033, 65585, 5187, 69849, 80969, 2917, 8207, 40, 6808, 3201]"
102,103,"[3091, 4339, 65585, 6886, 6752, 8147, 68932, 6808, 142422, 37495]"
103,104,"[65585, 6886, 5187, 37495, 4339, 8147, 6808, 142422, 68932, 6752]"
104,105,"[142422, 8147, 6808, 153408, 167732, 7368, 8207, 40, 69849, 80969]"
105,106,"[68932, 142422, 5187, 41863, 4339, 1950, 3201, 65585, 71033, 6808]"
106,107,"[164200, 44943, 91488, 103688, 142444, 47894, 2917, 60737, 6612, 3429]"
107,108,"[8015, 106594, 140561, 108078, 153408, 40, 80969, 1785, 6808, 104245]"
108,109,"[52375, 4187, 6808, 38095, 74791, 1050, 127298, 3201, 1950, 74668]"
109,110,"[1785, 68932, 60737, 148881, 47894, 142422, 65585, 1046, 6808, 3429]"
110,111,"[6808, 2358, 32460, 148881, 6612, 2917, 3429, 60737, 44943, 47894]"
111,112,"[6886, 71033, 4339, 142422, 6808, 37495, 3429, 65585, 68932, 6612]"
112,113,"[4981, 47894, 32460, 3429, 6808, 2358, 68932, 4339, 142422, 6612]"
113,114,"[4339, 142422, 7889, 68932, 3091, 8147, 65585, 6752, 6808, 6612]"
114,115,"[40, 8147, 6612, 6752, 142422, 68932, 6886, 6808, 37495, 4339]"
115,116,"[124404, 104245, 7889, 2358, 96945, 6808, 6612, 68932, 142422, 65585]"
116,117,"[26326, 127298, 6612, 142422, 3429, 68932, 71033, 3201, 6808, 65585]"
117,118,"[26326, 1785, 130452, 148881, 60737, 4981, 6808, 3429, 47894, 2917]"
118,119,"[6886, 60737, 47894, 142422, 2917, 6808, 68932, 44943, 6612, 3429]"
119,120,"[68932, 69849, 37495, 104245, 47894, 3429, 6808, 40, 2917, 80969]"
120,121,"[54185, 128620, 74791, 6808, 74668, 3201, 1950, 38095, 127298, 1050]"
121,122,"[161131, 34164, 3266, 7050, 1542, 898, 158966, 26472, 161127, 152970]"
122,123,"[2917, 3429, 4772, 47894, 6752, 1046, 52952, 65585, 7889, 31364]"
123,124,"[91488, 47894, 148881, 1332, 68932, 7481, 82767, 6808, 3201, 87234]"
124,125,"[7889, 6752, 5187, 6808, 65585, 68932, 3091, 4339, 71033, 37495]"
125,126,"[549, 3201, 8207, 103883, 65585, 71033, 5187, 40, 6808, 68932]"
126,127,"[8207, 130452, 80969, 68932, 6612, 44943, 153408, 40, 104245, 3429]"
127,128,"[7889, 4772, 549, 8147, 68932, 6886, 4339, 6612, 6808, 40]"
128,129,"[37495, 7368, 166, 8207, 103883, 69849, 40, 6808, 50160, 80969]"
129,130,"[2358, 32460, 3091, 3429, 65585, 6612, 4339, 6808, 142422, 68932]"
130,131,"[37495, 124404, 4772, 4339, 8147, 3201, 3091, 142422, 6808, 68932]"
131,132,"[26326, 8207, 66509, 127298, 74668, 1950, 6808, 3201, 38095, 2917]"
132,133,"[1050, 99764, 3201, 74668, 74791, 127298, 104875, 106642, 66509, 148881]"
133,134,"[549, 4339, 7008, 164200, 3429, 94661, 103688, 2358, 91488, 68932]"
134,135,"[142422, 103688, 68932, 47894, 60737, 6808, 3429, 65585, 2917, 6612]"
135,136,"[91488, 94661, 103688, 6886, 2917, 60737, 2358, 3429, 6612, 68932]"
136,137,"[26326, 6808, 142444, 94070, 2917, 158882, 47894, 60737, 148881, 3429]"
137,138,"[7368, 167732, 68932, 1785, 40, 69849, 142422, 80969, 104245, 8207]"
138,139,"[1950, 1785, 2917, 26326, 127298, 74668, 6453, 7926, 8207, 3201]"
139,140,"[124404, 142422, 38095, 167732, 40, 80969, 153408, 71033, 65585, 68932]"
140,141,"[1046, 6460, 69849, 6886, 50160, 96811, 40, 80969, 68932, 103883]"
141,142,"[60737, 130452, 104245, 103883, 106594, 68932, 80969, 3429, 103688, 40]"
142,143,"[2358, 68932, 32460, 44943, 104245, 142422, 2917, 47894, 3429, 6612]"
143,144,"[8147, 71033, 6886, 65585, 68932, 142422, 6612, 4339, 6808, 37495]"
144,145,"[7481, 4187, 1950, 148881, 2917, 1050, 127298, 3201, 74668, 6808]"
145,146,"[6617, 71033, 4339, 127298, 6808, 55721, 68932, 142422, 3429, 65585]"
146,147,"[3091, 71033, 6612, 6886, 37495, 65585, 4339, 6808, 68932, 142422]"
147,148,"[3606, 99853, 140561, 64116, 6835, 130482, 122092, 44851, 108078, 106594]"
148,149,"[8207, 89759, 3429, 68932, 6791, 1050, 80969, 50160, 91488, 40]"
149,150,"[549, 103688, 164200, 6989, 7008, 91488, 94661, 3429, 2358, 68932]"
150,151,"[80969, 130452, 2917, 6808, 47894, 6612, 3429, 40, 104245, 44943]"
151,152,"[4772, 2917, 142422, 71033, 52952, 68932, 4981, 3201, 6808, 3429]"
152,153,"[3201, 5932, 74791, 128620, 127298, 6791, 74668, 7926, 40959, 148881]"
153,154,"[124404, 5187, 37495, 71033, 6752, 65585, 4339, 142422, 68932, 6808]"
154,155,"[80969, 37495, 6886, 103883, 41863, 69849, 68932, 8147, 40, 8207]"
155,156,"[153408, 37444, 105746, 140561, 60737, 130452, 106594, 108078, 3429, 104245]"
156,157,"[74791, 6808, 1050, 4187, 127298, 6412, 74668, 38095, 1950, 3201]"
157,158,"[146656, 103883, 176, 41863, 2358, 549, 8207, 4772, 40, 68932]"
158,159,"[47894, 6808, 6886, 40, 3429, 37495, 60737, 2917, 80969, 44943]"
159,160,"[103688, 158882, 164200, 60737, 142444, 1785, 91488, 104245, 130452, 3429]"
160,161,"[104245, 148881, 32460, 6808, 103688, 60737, 2917, 44943, 6612, 47894]"
161,162,"[3201, 4339, 6808, 32460, 47894, 68932, 2917, 3429, 142422, 2358]"
162,163,"[3091, 3201, 4339, 2917, 68932, 60737, 47894, 6808, 3429, 6612]"
163,164,"[127298, 71033, 2917, 4339, 47894, 68932, 142422, 6808, 3429, 65585]"
164,165,"[71033, 91488, 142422, 7889, 5187, 68932, 127298, 6808, 65585, 4339]"
165,166,"[65585, 6612, 47894, 44943, 3429, 2917, 37495, 142422, 6808, 68932]"
166,167,"[69849, 47894, 37495, 65585, 6808, 4339, 40, 68932, 142422, 3429]"
167,168,"[74668, 3429, 1332, 68932, 26326, 3201, 142422, 60737, 7008, 2917]"
168,169,"[142422, 3091, 68932, 6808, 65585, 5187, 4339, 6119, 37495, 8147]"
169,170,"[47894, 65585, 4187, 68932, 40, 60737, 3429, 153408, 6808, 2917]"
170,171,"[4981, 26326, 148881, 6808, 3091, 106, 94070, 37495, 6935, 7889]"
171,172,"[4981, 1280, 103688, 65585, 1785, 104245, 7889, 164200, 96945, 6612]"
172,173,"[80693, 80969, 4187, 60737, 69849, 3429, 40, 3201, 6808, 2917]"
173,174,"[80969, 8147, 6752, 37495, 68932, 142422, 40, 8207, 6808, 69849]"
174,175,"[162, 6300, 37495, 99, 38095, 172875, 74668, 6119, 4429, 4187]"
175,176,"[60737, 47894, 2917, 65585, 37495, 3429, 6808, 68932, 6886, 142422]"
176,177,"[32387, 4300, 106594, 153408, 40, 108078, 80969, 3939, 35807, 37444]"
177,178,"[148881, 68932, 142422, 47894, 44943, 60737, 2917, 6808, 6612, 3429]"
178,179,"[106, 60737, 142422, 6808, 68932, 2917, 3429, 6612, 103688, 104245]"
179,180,"[26326, 104245, 6808, 7008, 1785, 148881, 60737, 3429, 47894, 2917]"
180,181,"[94661, 108078, 164200, 7926, 65585, 91488, 6453, 167732, 181065, 130452]"
181,182,"[164200, 68932, 55721, 7008, 142422, 4339, 94661, 2917, 2358, 91488]"
182,183,"[65585, 6886, 142422, 8147, 6808, 4339, 40, 69849, 37495, 68932]"
183,184,"[164200, 91488, 4981, 94070, 148881, 3429, 6808, 60737, 47894, 2917]"
184,185,"[4772, 4339, 6886, 3091, 8147, 6752, 6808, 37495, 68932, 142422]"
185,186,"[68932, 40, 6886, 47894, 37495, 3429, 2917, 60737, 6808, 6612]"
186,187,"[6609, 80969, 80693, 68932, 41863, 69712, 8207, 40, 69849, 8147]"
187,188,"[4772, 4339, 6752, 6886, 3091, 8147, 68932, 37495, 6808, 142422]"
188,189,"[3344, 3091, 31364, 4406, 74668, 549, 158882, 27879, 148881, 6617]"
189,190,"[142444, 80969, 130452, 60737, 44943, 47894, 3429, 40, 104245, 6808]"
190,191,"[60737, 3429, 8015, 127298, 6808, 148881, 1785, 74668, 1050, 2917]"
191,192,"[80969, 69849, 37495, 142422, 8207, 6886, 6752, 68932, 6808, 40]"
192,193,"[8147, 69849, 80693, 80969, 41863, 8207, 69712, 6886, 68932, 40]"
193,194,"[6612, 3429, 142422, 65585, 47894, 37495, 60737, 2917, 68932, 6808]"
194,195,"[103688, 94661, 91488, 65585, 91079, 7889, 4339, 124404, 6612, 3429]"
195,196,"[103883, 4339, 127298, 5187, 153408, 68932, 91488, 8207, 71033, 65585]"
196,197,"[71033, 65585, 8147, 3091, 6752, 5187, 6808, 142422, 68932, 4339]"
197,198,"[148881, 32460, 6808, 47894, 2917, 60737, 44943, 103688, 6612, 3429]"
198,199,"[3201, 148881, 71033, 142422, 47894, 4981, 3429, 2917, 60737, 6808]"
199,200,"[2917, 47894, 32460, 96945, 3091, 2358, 6612, 68932, 142422, 3429]"
200,201,"[44943, 104875, 69849, 41863, 68932, 40, 80693, 8207, 80969, 103883]"
201,202,"[65585, 104245, 158882, 103688, 148881, 47894, 3429, 60737, 6808, 2917]"
202,203,"[91488, 140561, 122092, 153408, 130452, 108078, 3429, 104245, 60737, 106594]"
203,204,"[5187, 8207, 1050, 6617, 4772, 3201, 65585, 74668, 127298, 142422]"
204,205,"[94661, 1132, 147410, 26471, 122092, 108078, 140561, 3429, 2917, 106594]"
205,206,"[4187, 68932, 47894, 44943, 103688, 2917, 60737, 6612, 6808, 3429]"
206,207,"[2917, 32460, 3429, 7008, 3091, 7889, 3341, 4981, 142422, 68932]"
207,208,"[104245, 37495, 60737, 40, 47894, 44943, 3429, 2917, 6808, 6612]"
208,209,"[60737, 65585, 6612, 47894, 68932, 2917, 3429, 142422, 6808, 37495]"
209,210,"[41863, 68932, 80969, 6886, 37495, 142422, 69849, 6808, 40, 8207]"
210,211,"[65585, 6886, 3091, 2917, 8147, 37495, 4772, 142422, 6808, 68932]"
211,212,"[2358, 2917, 3429, 44943, 142422, 6612, 3091, 68932, 47894, 6808]"
212,213,"[71033, 3201, 4772, 142422, 5187, 31364, 68932, 6808, 6886, 37495]"
213,214,"[40, 66509, 89759, 2732, 170945, 104875, 1050, 242, 26326, 6791]"
214,215,"[3091, 5187, 3201, 71033, 1950, 4772, 65585, 68932, 6808, 142422]"
215,216,"[91488, 91079, 142422, 4339, 124404, 3091, 2358, 7889, 68932, 6612]"
216,217,"[1785, 104245, 3201, 65585, 80969, 41863, 68932, 40, 71033, 8207]"
217,218,"[142422, 59018, 27879, 68932, 80969, 26695, 6808, 8207, 69849, 40]"
218,219,"[130452, 3347, 103688, 106, 142444, 158882, 104245, 3429, 60737, 68932]"
219,220,"[104875, 79897, 8015, 6808, 80969, 40, 2917, 104245, 44943, 3429]"
220,221,"[6886, 142422, 44943, 68932, 6808, 47894, 2917, 6612, 3429, 37495]"
221,222,"[91488, 91079, 142444, 26326, 65585, 6612, 68932, 164200, 3429, 32460]"
222,223,"[40, 65585, 47894, 6612, 68932, 3429, 142422, 2917, 153408, 6808]"
223,224,"[37495, 6752, 2358, 4339, 3429, 6808, 6612, 68932, 142422, 65585]"
224,225,"[69712, 80693, 80969, 40, 91488, 68932, 103883, 104245, 41863, 8207]"
225,226,"[8147, 6886, 6752, 65585, 3429, 142422, 68932, 6808, 37495, 4339]"
226,227,"[37495, 40, 167732, 153408, 7368, 60389, 80969, 69849, 103883, 6808]"
227,228,"[3091, 44943, 68932, 142422, 37495, 47894, 6808, 3429, 6612, 2917]"
228,229,"[32460, 44943, 60737, 68932, 142422, 6612, 3429, 2917, 47894, 6808]"
229,230,"[60737, 108078, 94070, 106594, 40, 130452, 3429, 103688, 68932, 91488]"
230,231,"[6453, 5039, 73023, 1785, 60737, 148881, 127298, 26326, 91488, 74668]"
231,232,"[59018, 8207, 80693, 104245, 40, 130452, 103883, 60389, 80969, 50160]"
232,233,"[3201, 40, 6808, 8207, 69849, 142422, 80969, 5187, 68932, 71033]"
233,234,"[3429, 1280, 6612, 2917, 108078, 140561, 106594, 44943, 104245, 1785]"
234,235,"[27879, 71033, 5187, 6808, 68932, 3201, 142422, 65585, 4339, 41863]"
235,236,"[1046, 71033, 5187, 148881, 2917, 142422, 74668, 8015, 4772, 6808]"
236,237,"[26183, 60737, 32387, 153408, 106594, 91488, 44851, 6835, 108078, 130482]"
237,238,"[130452, 40, 44943, 2917, 47894, 6808, 60737, 103688, 3429, 6612]"
238,239,"[47894, 68932, 2917, 3429, 142422, 6808, 6886, 44943, 37495, 6612]"
239,240,"[80969, 44943, 103883, 65585, 167732, 108078, 106594, 6808, 40, 153408]"
240,241,"[4772, 4339, 3091, 6886, 8147, 37495, 6808, 142422, 6752, 68932]"
241,242,"[3429, 7889, 2358, 3091, 65585, 4339, 6808, 68932, 6612, 142422]"
242,243,"[549, 5187, 6886, 4339, 37495, 8147, 7889, 3091, 142422, 68932]"
243,244,"[2917, 64116, 60737, 6612, 91488, 3429, 1150, 103688, 164200, 142444]"
244,245,"[40959, 7926, 156605, 6453, 6666, 3298, 136449, 104875, 6835, 32387]"
245,246,"[6808, 60737, 104245, 103688, 68932, 2917, 6612, 3429, 44943, 47894]"
246,247,"[105746, 148881, 6808, 130452, 2917, 60737, 1785, 3429, 104245, 47894]"
247,248,"[4772, 3091, 71033, 6752, 8147, 4339, 6808, 142422, 68932, 37495]"
248,249,"[65585, 44943, 60737, 148881, 6808, 68932, 2917, 3429, 6612, 47894]"
249,250,"[87234, 74668, 142444, 3429, 4981, 26326, 1785, 91488, 6808, 158882]"
250,251,"[4772, 142422, 37495, 4339, 3091, 71033, 6808, 6752, 8147, 68932]"
251,252,"[74668, 6752, 162, 72356, 6412, 7889, 172705, 73023, 50685, 735]"
252,253,"[4339, 4772, 2917, 6752, 142422, 37495, 3091, 68932, 8147, 6808]"
253,254,"[104245, 60737, 6612, 6886, 3429, 47894, 44943, 6808, 68932, 2917]"
254,255,"[44851, 26183, 94661, 181065, 140561, 78620, 91488, 106594, 130482, 108078]"
255,256,"[3201, 6886, 37495, 8147, 68932, 4339, 6808, 71033, 142422, 2917]"
256,257,"[140561, 69712, 103688, 80969, 99853, 40, 108078, 3939, 3429, 106594]"
257,258,"[8147, 6752, 1046, 40, 68932, 142422, 6886, 37495, 6808, 2917]"
258,259,"[60737, 164200, 94661, 7008, 6612, 68932, 91488, 2358, 103688, 3429]"
259,260,"[37495, 142422, 65585, 68932, 47894, 6612, 3091, 3429, 6808, 2917]"
260,261,"[3091, 32460, 6886, 2358, 4339, 6808, 142422, 3429, 68932, 6612]"
261,262,"[99130, 165969, 147410, 140561, 164200, 94661, 106594, 108078, 122092, 65585]"
262,263,"[91488, 41863, 5187, 2917, 142422, 68932, 71033, 4772, 4339, 6808]"
263,264,"[80969, 6752, 6808, 37495, 40, 8147, 68932, 8207, 142422, 69849]"
264,265,"[158882, 106, 44943, 6612, 148881, 60737, 6808, 47894, 2917, 3429]"
265,266,"[26471, 1785, 87234, 2917, 4187, 3429, 60737, 26326, 148881, 74668]"
266,267,"[37495, 104245, 69849, 103883, 3429, 6808, 40, 80969, 8207, 2917]"
267,268,"[26326, 91488, 47894, 6808, 3201, 3429, 148881, 60737, 2917, 4187]"
268,269,"[3091, 6808, 71033, 8147, 4339, 68932, 6752, 2917, 142422, 31364]"
269,270,"[3201, 26326, 1785, 4981, 2917, 47894, 148881, 60737, 6808, 3429]"
270,271,"[6453, 148881, 7926, 60737, 127298, 3201, 26326, 8207, 1785, 74668]"
271,272,"[68932, 2917, 6612, 60737, 2358, 103688, 4339, 47894, 3429, 44943]"
272,273,"[65585, 40, 3429, 142422, 3091, 2358, 6808, 6612, 68932, 4339]"
273,274,"[47894, 4981, 2917, 65585, 6612, 6808, 3429, 4339, 68932, 142422]"
274,275,"[44943, 60737, 6886, 37495, 47894, 6808, 68932, 6612, 142422, 65585]"
275,276,"[162, 71033, 26810, 61167, 7008, 8465, 6285, 173317, 66320, 4154]"
276,277,"[6752, 3091, 142422, 4339, 91488, 91079, 68932, 65585, 6612, 124404]"
277,278,"[6612, 71033, 3091, 6886, 65585, 4339, 68932, 37495, 142422, 6808]"
278,279,"[103688, 6791, 26326, 94661, 68932, 164200, 3429, 1050, 91488, 7008]"
279,280,"[6808, 164200, 104245, 142444, 91488, 148881, 103688, 6612, 3429, 60737]"
280,281,"[26326, 158882, 6808, 148881, 94070, 4981, 60737, 2917, 3429, 47894]"
281,282,"[7368, 3429, 130452, 153408, 2917, 1785, 6808, 104245, 80969, 40]"
282,283,"[91488, 2358, 32460, 142422, 104245, 3429, 47894, 2917, 6612, 4339]"
283,284,"[71033, 65585, 8147, 6752, 4339, 6808, 142422, 68932, 37495, 6886]"
284,285,"[4772, 6808, 8207, 142422, 69849, 80969, 68932, 40, 71033, 1785]"
285,286,"[65585, 3429, 68932, 142422, 6612, 40, 37495, 6808, 6886, 4339]"
286,287,"[50160, 1050, 74668, 8207, 104875, 7481, 80969, 2917, 6808, 40]"
287,288,"[64116, 35807, 1150, 4187, 26471, 60737, 2917, 3429, 106594, 148881]"
288,289,"[40959, 6966, 7926, 128620, 136449, 104875, 26326, 74668, 2917, 148881]"
289,290,"[106, 158882, 148881, 4981, 104245, 142422, 3429, 60737, 6808, 47894]"
290,291,"[2917, 32387, 177593, 72395, 104875, 80969, 153408, 167732, 6808, 40]"
291,292,"[37444, 153408, 3939, 47894, 44943, 80969, 104245, 40, 3429, 2917]"
292,293,"[50160, 59018, 1050, 52375, 6791, 80693, 80969, 40, 69849, 8207]"
293,294,"[71033, 6886, 68932, 3091, 37495, 4339, 142422, 8147, 4772, 6808]"
294,295,"[127298, 4981, 71033, 8207, 40, 68932, 69849, 1785, 142422, 6808]"
295,296,"[148881, 44943, 47894, 65585, 6612, 3429, 142422, 6808, 60737, 68932]"
296,297,"[6808, 128620, 5039, 4187, 127298, 26326, 74668, 148881, 2917, 3201]"
297,298,"[60737, 4187, 74791, 165969, 3201, 5039, 74668, 148881, 26326, 127298]"
298,299,"[3201, 60737, 74791, 148881, 1050, 74668, 127298, 1785, 2917, 6808]"
299,300,"[64116, 47894, 4981, 106594, 60737, 3429, 2917, 6808, 153408, 148881]"
