,userId,recommended_movies
128,129,"[4956, 55116, 71999, 4800, 51545, 380, 6564, 59947, 70728, 2164]"
129,130,"[4956, 59947, 70728, 438, 1112, 4442, 4635, 27695, 33672, 71156]"
130,131,"[51709, 56003, 2455, 5764, 6250, 164367, 2594, 1253, 1653, 1876]"
131,132,"[7235, 4719, 4956, 459, 51545, 59947, 70728, 27549, 71999, 4800]"
132,133,"[31921, 1799, 27674, 4409, 27397, 45, 319, 5416, 6193, 41716]"
133,134,"[8481, 55116, 117646, 49530, 4956, 4800, 459, 4719, 798, 2344]"
134,135,"[55116, 4956, 117646, 59947, 70728, 31367, 6564, 5657, 6990, 71999]"
135,136,"[1912, 3893, 144606, 59947, 70728, 4956, 45, 319, 5416, 6193]"
136,137,"[26236, 4956, 970, 438, 1112, 4442, 4635, 27695, 33672, 71156]"
137,138,"[42015, 4956, 72142, 552, 2405, 2406, 7720, 33679, 57951, 4818]"
138,139,"[38294, 55259, 76175, 123553, 156607, 88125, 2429, 41569, 103042, 4133]"
139,140,"[4956, 970, 26236, 42015, 459, 4800, 72142, 3390, 438, 1112]"
140,141,"[4956, 55116, 4818, 42015, 438, 1112, 4442, 4635, 27695, 33672]"
141,142,"[49530, 4998, 459, 55116, 31921, 36529, 6016, 59947, 70728, 2734]"
142,143,"[61071, 72142, 1894, 1948, 2733, 2794, 2936, 3492, 3629, 31925]"
143,144,"[117646, 55116, 4956, 4719, 6902, 31921, 5657, 6990, 459, 2734]"
144,145,"[8253, 26504, 31921, 2987, 2414, 6902, 91542, 7369, 117646, 8481]"
145,146,"[30894, 174053, 51709, 27317, 680, 2455, 5764, 6250, 164367, 26887]"
146,147,"[4956, 380, 6564, 496, 5666, 2468, 42015, 72142, 59947, 70728]"
147,148,"[11, 52, 58, 94, 195, 224, 232, 281, 351, 359]"
148,149,"[4497, 5478, 8578, 160080, 6395, 54771, 74685, 60471, 8830, 161918]"
149,150,"[4434, 140711, 47997, 5437, 26285, 56003, 27032, 6902, 6734, 27549]"
150,151,"[4956, 55116, 380, 6564, 117646, 59947, 70728, 31367, 4719, 4800]"
151,152,"[27002, 70687, 118198, 97757, 61236, 8464, 27899, 49530, 36529, 20]"
152,153,"[72142, 61071, 4, 11, 52, 58, 94, 195, 224, 232]"
153,154,"[85261, 32031, 81564, 161594, 92681, 62956, 546, 62999, 87222, 128944]"
154,155,"[128944, 2471, 2683, 2748, 5493, 5720, 5796, 6156, 6764, 7000]"
155,156,"[1912, 3893, 144606, 6954, 7831, 116799, 970, 496, 5666, 6023]"
156,157,"[26236, 2890, 82765, 438, 1112, 4442, 4635, 27695, 33672, 71156]"
157,158,"[27002, 6395, 54771, 74685, 52281, 51709, 1037, 1320, 2288, 2364]"
158,159,"[11, 52, 58, 94, 195, 224, 232, 281, 351, 359]"
159,160,"[4719, 4956, 59947, 70728, 459, 55116, 27549, 4800, 45, 319]"
160,161,"[97757, 72226, 69644, 108540, 134853, 8961, 26183, 63859, 111146, 152081]"
161,162,"[26, 40, 43, 55, 57, 121, 147, 148, 154, 175]"
162,163,"[496, 5666, 4956, 45, 319, 5416, 6193, 41716, 91128, 105835]"
163,164,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 27032, 1726, 4643]"
164,165,"[117646, 55116, 1429, 2835, 4270, 71999, 164226, 2429, 41569, 380]"
165,166,"[459, 55116, 31367, 5657, 6990, 4719, 4956, 6016, 1396, 4800]"
166,167,"[60074, 117646, 72601, 7262, 164226, 62956, 546, 148775, 52462, 3438]"
167,168,"[31921, 1799, 27674, 1783, 2803, 6885, 6953, 7044, 26761, 6954]"
168,169,"[61071, 587, 970, 46062, 72142, 72, 75, 82, 96, 106]"
169,170,"[8481, 3508, 5300, 54997, 32392, 3681, 78467, 119828, 27683, 7072]"
170,171,"[55116, 4956, 5657, 6990, 4719, 59947, 70728, 117646, 459, 31367]"
171,172,"[26236, 7215, 4956, 31617, 77866, 4800, 71999, 82765, 42015, 587]"
172,173,"[2324, 3003, 48032, 56060, 26236, 4802, 5541, 969, 4795, 151]"
173,174,"[4956, 59947, 70728, 55116, 4800, 31367, 459, 6564, 2468, 2802]"
174,175,"[11, 52, 58, 94, 195, 224, 232, 281, 351, 359]"
175,176,"[55116, 59947, 70728, 459, 798, 2344, 2403, 2524, 4142, 5064]"
176,177,"[970, 4956, 61071, 72142, 496, 5666, 1884, 33138, 42004, 55269]"
177,178,"[1912, 3893, 144606, 496, 5666, 2802, 3584, 4438, 8093, 45]"
178,179,"[55116, 59947, 70728, 4800, 4956, 459, 2802, 3584, 4438, 8093]"
179,180,"[31221, 2429, 41569, 6016, 117646, 5657, 6990, 60074, 71999, 459]"
180,181,"[4956, 496, 5666, 4800, 42015, 319, 5416, 6193, 41716, 91128]"
181,182,"[5416, 41716, 91128, 105835, 116897, 145150, 59947, 70728, 4956, 496]"
182,183,"[55116, 798, 2344, 2403, 2524, 4142, 5064, 5479, 7700, 27865]"
183,184,"[27002, 97757, 70687, 56003, 4956, 55116, 6902, 71999, 1396, 27549]"
184,185,"[1094, 1674, 3257, 4699, 6927, 6973, 7032, 8836, 44555, 157130]"
185,186,"[71999, 164226, 6902, 117646, 2367, 148775, 47997, 27032, 4956, 55116]"
186,187,"[55116, 59947, 70728, 4719, 4956, 459, 5657, 6990, 117646, 20]"
187,188,"[7835, 46062, 496, 5666, 5927, 5941, 6245, 6696, 6776, 8738]"
188,189,"[7235, 4210, 72731, 43549, 53519, 51545, 31921, 40732, 43932, 5433]"
189,190,"[27036, 45672, 2297, 91104, 179511, 1197, 53140, 43289, 47384, 117646]"
190,191,"[45, 5416, 6193, 41716, 91128, 105835, 116897, 145150, 5666, 1912]"
191,192,"[55116, 4800, 4956, 798, 2344, 2403, 2524, 4142, 5064, 5479]"
192,193,"[71999, 52328, 27728, 2734, 2871, 3461, 4951, 48304, 63072, 81562]"
193,194,"[26236, 356, 2324, 3003, 48032, 56060, 4802, 5541, 969, 4795]"
194,195,"[31921, 45, 319, 5416, 6193, 41716, 91128, 105835, 116897, 145150]"
195,196,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 91535, 798, 2344]"
196,197,"[4956, 59947, 70728, 1396, 55116, 459, 31367, 438, 1112, 4442]"
197,198,"[2802, 3584, 4438, 8093, 4956, 459, 1912, 3893, 144606, 59947]"
198,199,"[26236, 82765, 7215, 49530, 31617, 77866, 27692, 36529, 6567, 151]"
199,200,"[4956, 970, 31367, 42015, 72142, 380, 6564, 2468, 438, 1112]"
200,201,"[4956, 42015, 6564, 4818, 55116, 552, 2405, 2406, 7720, 33679]"
201,202,"[55116, 4956, 4800, 117646, 459, 4818, 5657, 6990, 59947, 70728]"
202,203,"[2429, 41569, 117646, 798, 2344, 2403, 2524, 4142, 5064, 5479]"
203,204,"[59947, 70728, 315, 786, 1047, 1385, 1488, 1626, 1833, 2521]"
204,205,"[97757, 27002, 55116, 117646, 798, 2344, 2403, 2524, 4142, 5064]"
205,206,"[970, 587, 61071, 496, 5666, 72142, 3390, 6023, 27716, 33903]"
206,207,"[51545, 382, 7713, 40732, 7022, 7360, 8894, 73268, 7235, 2793]"
207,208,"[4956, 2802, 3584, 4438, 8093, 59947, 70728, 72142, 2468, 496]"
208,209,"[2429, 41569, 117646, 798, 2344, 2403, 2524, 4142, 5064, 5479]"
209,210,"[95165, 130518, 3827, 4121, 5523, 8633, 59615, 69278, 191005, 1726]"
210,211,"[459, 6016, 519, 2985, 1396, 31221, 5657, 6990, 138632, 55116]"
211,212,"[3264, 111663, 116668, 141408, 2164, 7387, 5909, 69720, 114670, 132153]"
212,213,"[26849, 8830, 4497, 5478, 8578, 160080, 3837, 71999, 60471, 6395]"
213,214,"[28, 46, 49, 74, 85, 105, 140, 179, 191, 202]"
214,215,"[45, 319, 5416, 6193, 41716, 91128, 105835, 116897, 145150, 496]"
215,216,"[970, 72142, 496, 5666, 72, 75, 82, 96, 106, 156]"
216,217,"[55116, 4818, 2835, 4270, 27032, 117646, 164226, 5657, 6990, 4956]"
217,218,"[27692, 356, 2324, 3003, 48032, 56060, 6567, 8690, 26236, 665]"
218,219,"[91542, 31921, 198, 26614, 77364, 6902, 459, 20, 145, 1432]"
219,220,"[55116, 117646, 5657, 6990, 4956, 4818, 71999, 31367, 4719, 6564]"
220,221,"[45, 319, 5416, 6193, 41716, 91128, 105835, 116897, 145150, 1912]"
221,222,"[438, 1112, 4442, 4635, 27695, 33672, 71156, 73676, 84523, 85401]"
222,223,"[70687, 27002, 97757, 587, 496, 5666, 8464, 27899, 120138, 46105]"
223,224,"[61071, 4, 11, 52, 58, 94, 195, 224, 232, 281]"
224,225,"[72, 75, 82, 96, 106, 156, 171, 178, 194, 205]"
225,226,"[438, 1112, 4442, 4635, 27695, 33672, 71156, 73676, 84523, 85401]"
226,227,"[27002, 70687, 97757, 59947, 70728, 45, 319, 5416, 6193, 41716]"
227,228,"[60471, 36509, 8830, 6395, 54771, 74685, 1037, 1320, 2288, 2364]"
228,229,"[55116, 459, 59947, 70728, 4719, 4956, 6016, 5657, 6990, 20]"
229,230,"[60471, 3837, 164226, 72165, 161918, 27032, 26849, 8830, 170827, 8361]"
230,231,"[1396, 519, 2985, 8361, 27618, 48774, 58025, 91500, 117529, 187031]"
231,232,"[459, 55116, 59947, 70728, 4956, 5657, 6990, 4800, 6016, 798]"
232,233,"[27002, 1912, 3893, 144606, 866, 2166, 2764, 3598, 4919, 5424]"
233,234,"[148775, 40339, 52287, 157865, 128944, 69644, 60516, 62956, 47404, 161594]"
234,235,"[4956, 4800, 42015, 4756, 25946, 27708, 43917, 55116, 459, 2802]"
235,236,"[2164, 51545, 7235, 60522, 2793, 149830, 51709, 59814, 70, 46965]"
236,237,"[680, 2009, 4878, 8870, 27788, 48780, 60760, 68237, 113741, 4409]"
237,238,"[8481, 1912, 3893, 144606, 496, 5666, 970, 45, 319, 5416]"
238,239,"[459, 145, 1432, 5027, 5628, 7007, 6016, 59947, 70728, 27549]"
239,240,"[4956, 42015, 438, 1112, 4442, 4635, 27695, 33672, 71156, 73676]"
240,241,"[496, 5666, 1094, 1674, 3257, 4699, 6927, 6973, 7032, 8836]"
241,242,"[7235, 5433, 31921, 51545, 22, 4210, 198, 1799, 27674, 4409]"
242,243,"[55116, 59947, 70728, 798, 2344, 2403, 2524, 4142, 5064, 5479]"
243,244,"[26236, 49530, 82765, 7215, 4956, 55116, 59947, 70728, 31617, 77866]"
244,245,"[1827, 2330, 2659, 3865, 4102, 4350, 5513, 5670, 6005, 6122]"
245,246,"[71999, 117646, 6902, 55116, 27036, 4800, 42015, 2429, 4818, 4719]"
246,247,"[117646, 6902, 55116, 4956, 71999, 4800, 2429, 41569, 4719, 459]"
247,248,"[1726, 4643, 6645, 72308, 171765, 173145, 128944, 4818, 27032, 161594]"
248,249,"[55116, 27618, 187031, 1396, 459, 519, 2985, 71999, 798, 2344]"
249,250,"[496, 5666, 1094, 3257, 4699, 6927, 6973, 7032, 8836, 44555]"
250,251,"[459, 59947, 70728, 20, 145, 1432, 5027, 5628, 7007, 4719]"
251,252,"[673, 130520, 47404, 1223, 72701, 26340, 51939, 40339, 52287, 157865]"
252,253,"[496, 5666, 72, 75, 82, 96, 106, 156, 171, 178]"
253,254,"[7235, 59947, 70728, 459, 20, 145, 1432, 5027, 5628, 7007]"
254,255,"[360, 370, 387, 1431, 1604, 1858, 2170, 2457, 2582, 2887]"
255,256,"[1396, 4956, 55116, 5657, 6990, 59947, 70728, 438, 1112, 4442]"
256,257,"[72142, 236, 2006, 3705, 4299, 8235, 26765, 31664, 75805, 76293]"
257,258,"[4719, 459, 4956, 5657, 6990, 55116, 4800, 31367, 117646, 71999]"
258,259,"[27420, 53161, 496, 5666, 72142, 61071, 72, 75, 82, 96]"
259,260,"[70687, 27002, 97757, 45, 319, 5416, 6193, 41716, 91128, 105835]"
260,261,"[2802, 3584, 4438, 8093, 1912, 3893, 144606, 459, 27549, 4956]"
261,262,"[1912, 3893, 144606, 496, 5666, 6023, 27716, 33903, 72919, 129354]"
262,263,"[4719, 970, 4956, 3893, 144606, 496, 5666, 3390, 42015, 72142]"
263,264,"[56152, 106696, 45672, 953, 130073, 46062, 108540, 79702, 258, 8360]"
264,265,"[8361, 27618, 48774, 58025, 91500, 117529, 187031, 27032, 4643, 6645]"
265,266,"[55116, 5657, 6990, 59947, 70728, 438, 1112, 4442, 4635, 27695]"
266,267,"[27032, 8361, 27618, 48774, 58025, 91500, 117529, 187031, 71999, 55116]"
267,268,"[45, 319, 5416, 6193, 41716, 91128, 105835, 116897, 145150, 3893]"
268,269,"[587, 63992, 4956, 4719, 4800, 2802, 3584, 4438, 8093, 459]"
269,270,"[27790, 1907, 49647, 2846, 3674, 4683, 5076, 6557, 108540, 43289]"
270,271,"[8830, 6395, 54771, 74685, 43932, 51709, 52328, 56003, 36509, 1253]"
271,272,"[2090, 98061, 161354, 179133, 3418, 8341, 41863, 90945, 102194, 134515]"
272,273,"[4956, 42015, 61071, 970, 72142, 4719, 1884, 33138, 33669, 42004]"
273,274,"[1432, 5027, 5628, 7007, 459, 59947, 70728, 78, 349, 996]"
274,275,"[496, 5666, 144606, 970, 6023, 27716, 33903, 72919, 129354, 319]"
275,276,"[4818, 55116, 4956, 380, 6564, 42015, 438, 1112, 4442, 4635]"
276,277,"[47997, 27032, 4434, 140711, 164226, 5437, 26285, 6902, 56003, 1527]"
277,278,"[4719, 296, 608, 1034, 3266, 4242, 6003, 6705, 57669, 71211]"
278,279,"[8830, 60471, 27032, 2617, 72165, 8361, 27618, 58025, 91500, 117529]"
279,280,"[496, 5666, 11, 52, 58, 94, 195, 224, 232, 281]"
280,281,"[86332, 2890, 82765, 26236, 88125, 98203, 78105, 117646, 91535, 4818]"
281,282,"[5657, 6990, 4956, 970, 55116, 4719, 4818, 33138, 33669, 42004]"
282,283,"[7215, 26236, 459, 49530, 3390, 2802, 3584, 4438, 8093, 4956]"
283,284,"[4956, 55116, 59947, 70728, 6564, 31367, 438, 1112, 4442, 4635]"
284,285,"[1912, 3893, 144606, 608, 1034, 3266, 4242, 6003, 6705, 57669]"
285,286,"[459, 20, 145, 1432, 5027, 5628, 7007, 4719, 31921, 59947]"
286,287,"[11, 52, 58, 94, 195, 224, 232, 281, 351, 359]"
287,288,"[5657, 6990, 55116, 4956, 4818, 438, 1112, 4442, 4635, 27695]"
288,289,"[4902, 26122, 27692, 103685, 8690, 665, 946, 1281, 2436, 3035]"
289,290,"[4956, 970, 459, 3390, 3893, 144606, 2802, 3584, 4438, 8093]"
290,291,"[78105, 58105, 71745, 103042, 122886, 55995, 32031, 30793, 98203, 85261]"
291,292,"[117646, 55116, 6902, 2617, 72165, 51545, 43932, 7235, 71999, 4956]"
292,293,"[27549, 7235, 45, 319, 5416, 6193, 41716, 91128, 105835, 116897]"
293,294,"[33138, 33669, 42004, 46578, 55269, 68659, 87194, 106918, 114678, 127134]"
294,295,"[20, 145, 1432, 5027, 5628, 7007, 608, 1034, 3266, 4242]"
295,296,"[459, 49530, 4956, 26236, 4719, 7215, 4800, 2802, 3584, 4438]"
296,297,"[1799, 27674, 2413, 4610, 4898, 5021, 5938, 38061, 2058, 5388]"
297,298,"[1396, 7235, 27549, 5657, 6990, 20, 145, 1432, 5027, 5628]"
298,299,"[55116, 798, 2344, 2403, 2524, 4142, 5064, 5479, 7700, 27865]"
299,300,"[2802, 3584, 4438, 8093, 1094, 1674, 3257, 4699, 6927, 6973]"
300,301,"[970, 4956, 3390, 42015, 61071, 4719, 45672, 4800, 459, 1884]"
301,302,"[459, 4956, 31367, 970, 1912, 3893, 144606, 59947, 70728, 20]"
302,303,"[27032, 780, 849, 1544, 1591, 2916, 3638, 4638, 5264, 7569]"
303,304,"[4956, 55116, 4800, 71999, 4818, 42015, 4756, 25946, 27708, 43917]"
304,305,"[59947, 55116, 4956, 459, 20, 1432, 5027, 5628, 7007, 27549]"
305,306,"[183, 799, 1321, 1993, 2315, 2867, 3830, 4128, 7282, 47937]"
306,307,"[4719, 4956, 55116, 5657, 6990, 970, 117646, 459, 4818, 59947]"
307,308,"[27036, 2297, 91104, 179511, 45672, 43289, 47384, 71999, 98203, 117646]"
308,309,"[26, 31, 40, 43, 55, 57, 62, 121, 147, 148]"
