,userId,recommended_movies
77,78,"[260, 1210, 589, 1196, 780, 1036, 733, 1, 318, 480]"
78,79,"[260, 1196, 1198, 2659, 1210, 2571, 1200, 1192, 1214, 1242]"
79,80,"[7438, 48516, 79132, 60684, 58559, 2571, 6874, 2329, 2959, 8950]"
80,81,"[318, 356, 110, 150, 47, 296, 589, 593, 592, 480]"
81,82,"[1210, 589, 480, 1917, 344, 3623, 1682, 3793, 588, 653]"
82,83,"[356, 318, 2571, 4993, 2959, 593, 4226, 4973, 7153, 5952]"
83,84,"[17, 272, 7, 36, 300, 235, 357, 509, 590, 457]"
84,85,"[1519, 1140, 53, 1624, 1643, 1730, 1414, 1446, 1719, 1480]"
85,86,"[2571, 318, 356, 260, 4993, 1198, 5952, 1210, 2959, 60069]"
86,87,"[2300, 2009, 1197, 1136, 3910, 3593, 3504, 262, 60, 1345]"
87,88,"[2329, 318, 2959, 4226, 4878, 3949, 858, 2571, 2858, 1213]"
88,89,"[129011, 87834, 132496, 69469, 69720, 147410, 74342, 42761, 124404, 131104]"
89,90,"[1144, 7, 1137, 685, 1353, 896, 25, 791, 81, 36]"
90,91,"[32, 589, 172, 1527, 592, 480, 380, 253, 1215, 780]"
91,92,"[1367, 837, 107, 55282, 54190, 2139, 2085, 2454, 2501, 6383]"
92,93,"[260, 1210, 480, 1, 110, 356, 780, 318, 733, 736]"
93,94,"[592, 153, 590, 150, 595, 161, 588, 380, 457, 434]"
94,95,"[1527, 5378, 5902, 2959, 1198, 2571, 924, 5349, 3994, 6333]"
95,96,"[2571, 1210, 260, 1198, 110, 480, 1196, 589, 593, 1036]"
96,97,"[2571, 1210, 4306, 260, 6539, 3793, 3623, 1198, 5952, 4993]"
97,98,"[318, 7153, 356, 79132, 4993, 4306, 60069, 109487, 59315, 5952]"
98,99,"[434, 349, 225, 292, 592, 161, 153, 454, 380, 316]"
99,100,"[34, 597, 356, 588, 2396, 587, 357, 2683, 1307, 2671]"
100,101,"[3298, 3174, 2770, 2706, 3175, 3752, 2858, 2598, 2599, 2702]"
101,102,"[592, 434, 349, 153, 292, 165, 380, 457, 161, 590]"
102,103,"[356, 7153, 4993, 318, 260, 5952, 8368, 1136, 2571, 5816]"
103,104,"[356, 1028, 597, 34, 588, 586, 2424, 595, 5816, 4447]"
104,105,"[72104, 38159, 6016, 3949, 138835, 79132, 4973, 6874, 147330, 6539]"
105,106,"[59315, 7153, 4993, 5952, 69844, 88125, 72998, 8368, 40815, 89745]"
106,107,"[150, 592, 153, 344, 292, 590, 165, 380, 595, 588]"
107,108,"[3795, 5466, 6049, 5135, 5450, 5051, 5011, 5034, 156, 2585]"
108,109,"[592, 457, 349, 590, 434, 292, 300, 161, 296, 153]"
109,110,"[7096, 296, 40870, 47, 26171, 232, 356, 593, 1281, 111]"
110,111,"[76293, 86833, 117590, 52973, 49286, 88163, 88405, 88785, 69122, 102481]"
111,112,"[318, 356, 110, 593, 589, 150, 1, 47, 296, 480]"
112,113,"[2844, 3103, 2969, 4083, 4003, 2475, 3546, 1733, 2749, 779]"
113,114,"[4993, 7153, 4306, 5816, 5952, 8961, 6377, 2571, 5349, 356]"
114,115,"[1210, 318, 480, 260, 589, 110, 1196, 356, 593, 2571]"
115,116,"[356, 1, 318, 593, 480, 110, 2571, 260, 150, 1198]"
116,117,"[150, 590, 592, 153, 349, 457, 380, 588, 344, 165]"
117,118,"[858, 318, 260, 608, 2571, 527, 593, 1, 1198, 1196]"
118,119,"[109487, 79132, 59315, 112852, 99114, 111759, 106782, 122904, 134130, 112552]"
119,120,"[1, 653, 786, 5, 95, 141, 788, 733, 1367, 260]"
120,121,"[457, 150, 592, 296, 590, 110, 161, 349, 434, 47]"
121,122,"[2959, 79132, 2571, 318, 58559, 6874, 356, 7438, 4226, 47]"
122,123,"[79132, 58559, 109487, 2571, 99114, 48516, 80463, 2959, 68157, 74458]"
123,124,"[318, 356, 2571, 2959, 296, 2858, 2329, 4226, 260, 110]"
124,125,"[79132, 26681, 167790, 78218, 149144, 71304, 122904, 134130, 92694, 5088]"
125,126,"[592, 590, 150, 153, 110, 356, 457, 344, 480, 380]"
126,127,"[318, 3101, 2571, 2858, 858, 356, 1276, 527, 4226, 913]"
127,128,"[260, 1198, 1136, 608, 1196, 2571, 858, 904, 2858, 905]"
128,129,"[318, 356, 2571, 5952, 4993, 1210, 4306, 6539, 260, 6333]"
129,130,"[592, 590, 153, 150, 344, 380, 434, 161, 595, 165]"
130,131,"[318, 2959, 2571, 2329, 2858, 858, 1213, 1198, 527, 50]"
131,132,"[356, 318, 296, 4973, 7361, 4226, 4306, 593, 6539, 4878]"
132,133,"[457, 296, 150, 592, 110, 318, 47, 590, 356, 480]"
133,134,"[592, 434, 590, 153, 380, 316, 349, 292, 344, 110]"
134,135,"[260, 1210, 1196, 858, 1198, 589, 1036, 1240, 2628, 2571]"
135,136,"[592, 434, 153, 349, 292, 329, 380, 225, 316, 161]"
136,137,"[1198, 260, 1197, 2571, 858, 318, 356, 527, 912, 953]"
137,138,"[2582, 59103, 1959, 2826, 1411, 222, 2427, 2707, 1019, 2150]"
138,139,"[4993, 5952, 59315, 6539, 7153, 4306, 5349, 8368, 2571, 4886]"
139,140,"[457, 4019, 4310, 780, 377, 4223, 4337, 852, 150, 480]"
140,141,"[318, 356, 2571, 260, 4306, 4993, 5952, 2959, 7153, 6539]"
141,142,"[457, 349, 434, 161, 592, 590, 292, 165, 454, 150]"
142,143,"[56949, 8533, 84374, 4018, 7169, 6155, 32289, 56367, 2144, 5620]"
143,144,"[356, 318, 593, 296, 110, 47, 1, 150, 527, 480]"
144,145,"[592, 110, 590, 150, 47, 318, 457, 296, 153, 356]"
145,146,"[30803, 3991, 1367, 765, 3257, 2085, 58803, 2688, 2018, 2805]"
146,147,"[168, 318, 552, 296, 356, 48, 1396, 480, 588, 34]"
147,148,"[69844, 7153, 112852, 72998, 5816, 59315, 4993, 89745, 68954, 116797]"
148,149,"[260, 1210, 1356, 1214, 589, 32, 780, 849, 1196, 1240]"
149,150,"[95, 786, 5, 736, 141, 780, 805, 788, 733, 1]"
150,151,"[786, 135, 5, 95, 653, 719, 141, 736, 637, 788]"
151,152,"[79132, 318, 58559, 92259, 2959, 6016, 48516, 2571, 68157, 80463]"
152,153,"[356, 318, 6377, 109487, 68954, 4306, 79132, 527, 81845, 4993]"
153,154,"[59315, 112852, 89745, 122892, 122904, 109487, 79132, 122918, 72998, 116797]"
154,155,"[2880, 1516, 318, 3114, 3615, 480, 356, 1197, 260, 1210]"
155,156,"[1288, 1136, 953, 1079, 5060, 910, 1617, 235, 904, 2396]"
156,157,"[3298, 3174, 3175, 2959, 2706, 3752, 2858, 2762, 2770, 2490]"
157,158,"[55391, 66320, 7541, 55282, 58293, 1345, 27674, 6502, 2605, 53000]"
158,159,"[356, 318, 593, 4306, 6377, 296, 150, 6942, 8533, 1721]"
159,160,"[1210, 589, 260, 1196, 1240, 480, 2628, 780, 1036, 32]"
160,161,"[5643, 1197, 3396, 1223, 745, 588, 4002, 1022, 48, 3751]"
161,162,"[590, 150, 457, 296, 266, 300, 356, 318, 349, 509]"
162,163,"[1837, 1407, 1614, 1515, 1485, 1747, 1810, 1721, 1608, 1625]"
163,164,"[1210, 260, 1196, 1198, 589, 2571, 110, 2028, 1036, 1240]"
164,165,"[5466, 5485, 2571, 5445, 5450, 1721, 5349, 2028, 5066, 5415]"
165,166,"[318, 2571, 4993, 2959, 356, 5952, 260, 4226, 7153, 1198]"
166,167,"[318, 356, 4306, 5952, 1, 260, 1197, 4993, 5349, 2571]"
167,168,"[904, 750, 1193, 1252, 6016, 953, 913, 1213, 1617, 1276]"
168,169,"[597, 4447, 588, 1, 4306, 34, 7149, 4246, 356, 3882]"
169,170,"[592, 153, 588, 150, 590, 595, 344, 380, 292, 434]"
170,171,"[32, 608, 260, 1, 7, 25, 36, 296, 141, 95]"
171,172,"[318, 356, 527, 593, 2762, 1994, 1198, 1196, 1270, 2005]"
172,173,"[150, 356, 590, 110, 592, 457, 595, 593, 480, 296]"
173,174,"[592, 153, 590, 150, 349, 344, 380, 434, 457, 161]"
174,175,"[33880, 38388, 32289, 7169, 8362, 39427, 43904, 7259, 47382, 8643]"
175,176,"[592, 349, 153, 457, 590, 165, 150, 110, 434, 380]"
176,177,"[356, 4306, 5816, 6377, 56367, 6539, 4886, 4896, 8368, 8961]"
177,178,"[318, 356, 296, 593, 47, 110, 527, 50, 589, 1]"
178,179,"[95, 592, 457, 150, 32, 590, 165, 344, 110, 292]"
179,180,"[260, 1196, 318, 1210, 2641, 1198, 2571, 2628, 1214, 2021]"
180,181,"[592, 434, 349, 153, 225, 292, 161, 590, 329, 380]"
181,182,"[5902, 3897, 1527, 2890, 1222, 1466, 1617, 1690, 4027, 1573]"
182,183,"[1210, 3573, 260, 2534, 1200, 2028, 1198, 1036, 1196, 2571]"
183,184,"[162982, 177285, 168090, 181413, 164917, 172705, 193565, 193587, 193583, 193579]"
184,185,"[1685, 3897, 1, 1197, 1767, 3554, 919, 1907, 1658, 4016]"
185,186,"[1198, 1127, 2641, 1210, 260, 1270, 2355, 1196, 3175, 1214]"
186,187,"[111, 1089, 4226, 2959, 6016, 3949, 296, 4878, 47, 7438]"
187,188,"[3097, 1269, 3061, 953, 1264, 914, 2941, 906, 1028, 913]"
188,189,"[318, 2571, 356, 79132, 7153, 2959, 4993, 5952, 58559, 527]"
189,190,"[5952, 6539, 4306, 4993, 2571, 4226, 7153, 4973, 7361, 2959]"
190,191,"[300, 25, 235, 457, 265, 434, 592, 349, 21, 590]"
191,192,"[592, 590, 150, 434, 153, 292, 110, 349, 380, 161]"
192,193,"[318, 2571, 356, 2959, 593, 527, 79132, 2858, 260, 7153]"
193,194,"[318, 1, 356, 260, 296, 1396, 48, 552, 168, 593]"
194,195,"[1213, 318, 2571, 2762, 1923, 3897, 593, 2959, 2028, 1617]"
195,196,"[318, 2571, 356, 110, 589, 5952, 260, 4993, 7153, 296]"
196,197,"[318, 296, 527, 356, 50, 2571, 2028, 110, 593, 589]"
197,198,"[2571, 318, 858, 593, 110, 527, 1617, 296, 1213, 1097]"
198,199,"[318, 1617, 858, 1213, 2571, 296, 50, 778, 1198, 593]"
199,200,"[356, 4306, 6539, 2683, 1721, 4447, 3948, 318, 1682, 2571]"
200,201,"[356, 1, 1210, 480, 34, 260, 1270, 1196, 318, 296]"
201,202,"[5060, 457, 1304, 1097, 1094, 1214, 969, 260, 1233, 1674]"
202,203,"[318, 356, 2571, 5952, 110, 1210, 260, 589, 4993, 7153]"
203,204,"[79132, 6874, 4226, 7153, 3949, 6016, 58559, 2329, 5952, 4993]"
204,205,"[7153, 356, 4993, 69844, 6377, 5952, 2571, 5816, 4896, 79132]"
205,206,"[141, 786, 7, 5, 95, 736, 1, 805, 788, 62]"
206,207,"[2428, 1556, 3740, 1321, 2021, 100, 1347, 2707, 2991, 2193]"
207,208,"[1210, 2571, 110, 1196, 318, 480, 2628, 589, 50, 2762]"
208,209,"[79132, 2571, 318, 7153, 5952, 2959, 58559, 4993, 59315, 2028]"
209,210,"[62834, 123553, 65651, 62836, 51562, 34397, 122918, 89745, 7811, 77795]"
210,211,"[2571, 58559, 260, 2959, 7153, 4993, 5952, 1198, 318, 79132]"
211,212,"[79132, 59315, 7153, 109487, 68954, 112852, 116797, 4993, 89745, 60069]"
212,213,"[2959, 89582, 58559, 2571, 4993, 1214, 7153, 57274, 80363, 1198]"
213,214,"[786, 95, 736, 1, 141, 5, 788, 780, 1356, 1073]"
214,215,"[318, 2858, 356, 2959, 1197, 2329, 2571, 912, 1198, 4226]"
215,216,"[1136, 1197, 1288, 1079, 2918, 1278, 910, 2064, 2355, 2987]"
216,217,"[260, 2406, 1129, 2094, 1210, 2985, 1373, 420, 2376, 3104]"
217,218,"[318, 2571, 2657, 296, 5349, 2699, 2302, 356, 903, 750]"
218,219,"[318, 2571, 4226, 6539, 589, 1210, 5952, 4993, 260, 6333]"
219,220,"[260, 318, 2571, 356, 4993, 1210, 7153, 1198, 5952, 589]"
220,221,"[1617, 1252, 608, 904, 1288, 750, 3362, 111, 1247, 858]"
221,222,"[356, 318, 593, 58559, 2959, 79132, 2571, 47, 293, 2028]"
222,223,"[2571, 318, 356, 2959, 296, 260, 527, 593, 110, 1198]"
223,224,"[1721, 2144, 1259, 1968, 1197, 2396, 356, 3496, 597, 2028]"
224,225,"[2716, 3024, 1387, 2633, 1994, 3042, 1270, 3264, 785, 2327]"
225,226,"[2683, 3948, 597, 588, 4306, 1682, 6539, 586, 104, 2797]"
226,227,"[79132, 318, 356, 2571, 593, 2959, 109487, 48516, 296, 527]"
227,228,"[260, 1196, 1210, 318, 858, 1198, 2571, 1036, 2722, 2094]"
228,229,"[592, 590, 457, 161, 300, 434, 153, 150, 349, 292]"
229,230,"[356, 318, 2571, 480, 589, 110, 1, 1210, 593, 260]"
230,231,"[2571, 318, 356, 260, 593, 1198, 2959, 79132, 527, 1196]"
231,232,"[6539, 6874, 45447, 5989, 51662, 3882, 40815, 5952, 5991, 6711]"
232,233,"[79132, 7153, 318, 4993, 5952, 2571, 2959, 58559, 6874, 68157]"
233,234,"[1210, 158, 1544, 2193, 420, 34, 2053, 1831, 2094, 435]"
234,235,"[592, 590, 457, 150, 153, 296, 161, 380, 47, 356]"
235,236,"[1345, 2496, 3024, 2459, 2806, 1998, 1350, 2490, 2718, 2572]"
236,237,"[2571, 2329, 318, 2959, 2858, 58559, 2028, 4226, 5952, 527]"
237,238,"[4947, 4945, 4852, 4957, 4329, 4916, 3528, 3682, 4803, 4498]"
238,239,"[318, 2571, 356, 589, 110, 296, 260, 1210, 4993, 47]"
239,240,"[153, 592, 344, 434, 349, 380, 329, 588, 590, 595]"
240,241,"[4973, 6016, 79132, 2959, 92259, 2324, 3949, 593, 60950, 7361]"
241,242,"[592, 590, 153, 47, 457, 161, 434, 292, 150, 349]"
242,243,"[592, 434, 349, 153, 165, 380, 292, 208, 316, 457]"
243,244,"[457, 50, 589, 318, 260, 110, 1196, 6, 858, 1210]"
244,245,"[3106, 581, 1361, 3196, 3274, 1092, 3252, 2289, 3101, 3257]"
245,246,"[4993, 2571, 356, 8961, 7153, 5952, 4226, 593, 4306, 4973]"
246,247,"[318, 356, 2571, 7153, 4993, 79132, 5952, 260, 2959, 58559]"
247,248,"[122918, 177765, 60069, 59315, 166528, 189333, 122916, 79132, 115617, 2571]"
248,249,"[59315, 58559, 71535, 72998, 112852, 79132, 89745, 51662, 60684, 73017]"
249,250,"[6983, 4921, 8880, 2407, 1876, 1092, 1722, 2739, 3418, 345]"
250,251,"[318, 356, 2571, 2959, 296, 593, 527, 47, 79132, 4226]"
251,252,"[137857, 168418, 152081, 166461, 112852, 164909, 122918, 162578, 106696, 60069]"
252,253,"[26366, 58309, 66371, 6985, 26524, 1192, 4217, 55069, 55442, 4973]"
253,254,"[318, 858, 2571, 4226, 296, 2959, 2329, 50, 5952, 4993]"
254,255,"[1739, 3929, 3552, 588, 1907, 2102, 3396, 3501, 1136, 2355]"
255,256,"[356, 59315, 318, 109487, 112852, 71535, 5952, 2571, 4993, 3793]"
256,257,"[1, 260, 318, 780, 356, 1210, 32, 589, 1073, 653]"
257,258,"[79132, 2571, 7153, 318, 4993, 60069, 59315, 5952, 58559, 356]"
258,259,"[356, 318, 1, 110, 150, 4306, 588, 296, 480, 593]"
259,260,"[2692, 3897, 4878, 4226, 3481, 1206, 4973, 903, 2997, 111]"
260,261,"[318, 2959, 2329, 3949, 2571, 4226, 2858, 58559, 4878, 2028]"
261,262,"[265, 25, 300, 17, 509, 36, 457, 272, 7, 290]"
262,263,"[356, 1721, 4306, 318, 597, 527, 1, 2571, 6377, 593]"
263,264,"[1, 356, 318, 1210, 260, 2571, 1035, 780, 480, 1196]"
264,265,"[1198, 1097, 1210, 3807, 1374, 480, 1807, 1371, 1214, 534]"
265,266,"[260, 1210, 1196, 318, 1198, 858, 223, 785, 1197, 1580]"
266,267,"[1210, 1198, 2571, 1196, 260, 2858, 1214, 2959, 2028, 2628]"
267,268,"[1222, 1213, 1196, 2178, 260, 2396, 1210, 2511, 2580, 1617]"
268,269,"[786, 95, 5, 653, 736, 141, 780, 1, 788, 733]"
269,270,"[95, 786, 5, 141, 736, 788, 1, 780, 7, 733]"
270,271,"[1214, 2571, 924, 2641, 2628, 2959, 1093, 2826, 2329, 1198]"
271,272,"[59315, 79132, 2571, 109487, 4993, 7153, 112852, 5952, 318, 89745]"
272,273,"[590, 592, 153, 588, 595, 150, 380, 480, 344, 253]"
273,274,"[7438, 1676, 4718, 51662, 8874, 8641, 6537, 785, 3826, 104]"
274,275,"[1288, 5013, 1252, 926, 912, 1304, 2336, 4027, 1617, 3504]"
275,276,"[1, 653, 786, 5, 95, 141, 788, 736, 733, 1073]"
276,277,"[786, 95, 653, 719, 5, 736, 135, 9, 141, 733]"
277,278,"[318, 3210, 3396, 4002, 2144, 2109, 2371, 4321, 2369, 203]"
278,279,"[79132, 2571, 58559, 59315, 318, 2959, 7153, 4993, 109487, 91529]"
279,280,"[356, 6942, 56367, 2572, 3882, 8533, 3948, 1721, 46578, 4018]"
280,281,"[3897, 1515, 3861, 2858, 8368, 5377, 2329, 3911, 1639, 1381]"
281,282,"[318, 356, 2571, 858, 2959, 4306, 260, 5952, 1198, 296]"
282,283,"[1, 260, 356, 318, 1210, 780, 1073, 788, 110, 733]"
283,284,"[592, 153, 349, 434, 292, 344, 380, 165, 208, 231]"
284,285,"[6978, 113207, 4091, 1247, 949, 1285, 1219, 904, 318, 3262]"
285,286,"[318, 356, 2571, 593, 296, 527, 110, 2959, 47, 480]"
286,287,"[1407, 3897, 4306, 858, 1721, 4878, 1197, 2395, 1784, 608]"
287,288,"[2985, 2011, 1270, 2115, 1097, 1954, 1387, 2797, 260, 1198]"
288,289,"[6453, 6125, 6327, 26704, 7025, 4322, 7028, 1101, 1258, 1917]"
289,290,"[1252, 1219, 904, 953, 111, 924, 235, 969, 913, 1288]"
290,291,"[59315, 112852, 7153, 72998, 4993, 89745, 69844, 122892, 109487, 5816]"
291,292,"[1210, 2571, 260, 1196, 59315, 1270, 356, 1198, 3793, 111759]"
292,293,"[318, 110, 356, 593, 589, 480, 47, 1210, 296, 1]"
293,294,"[420, 2406, 2302, 1373, 466, 785, 329, 303, 2094, 3104]"
294,295,"[858, 318, 50, 1213, 2329, 260, 2571, 1089, 2959, 1198]"
295,296,"[160848, 318, 527, 2571, 171765, 2959, 31364, 7153, 79132, 2028]"
296,297,"[6, 95, 32, 589, 457, 780, 733, 786, 50, 112]"
297,298,"[52973, 69122, 58998, 50872, 7438, 3948, 5989, 5110, 8376, 2959]"
298,299,"[3793, 3623, 2571, 2959, 1198, 1210, 2628, 3717, 3753, 1196]"
299,300,"[79132, 318, 356, 2571, 2959, 4226, 58559, 593, 7153, 527]"
300,301,"[356, 318, 296, 593, 110, 2571, 527, 150, 47, 1]"
301,302,"[95, 32, 6, 780, 786, 25, 110, 36, 736, 141]"
302,303,"[1210, 260, 1198, 2571, 589, 480, 1196, 318, 1527, 110]"
303,304,"[1, 356, 260, 780, 110, 480, 150, 318, 1210, 457]"
304,305,"[79132, 58559, 2571, 318, 59315, 2959, 7153, 4993, 109487, 91529]"
305,306,"[112852, 158528, 164200, 109487, 140016, 159858, 175199, 168418, 166461, 63859]"
306,307,"[5883, 597, 231, 586, 223, 2694, 7438, 54503, 5927, 8376]"
307,308,"[356, 318, 4993, 296, 7153, 593, 110, 1, 5952, 527]"
308,309,"[1949, 3171, 7218, 7943, 6452, 1201, 971, 1203, 750, 2858]"
309,310,"[3330, 7305, 7184, 6051, 6410, 852, 6617, 5899, 58, 2524]"
310,311,"[6561, 40, 6461, 1198, 1258, 3996, 1, 260, 1407, 2797]"
311,312,"[1214, 1258, 924, 2628, 2288, 1994, 2571, 541, 1219, 1196]"
312,313,"[1214, 2628, 1210, 1196, 1198, 2288, 2641, 1240, 260, 1200]"
313,314,"[95, 349, 590, 592, 457, 380, 329, 434, 153, 344]"
314,315,"[2896, 2554, 1949, 2132, 2553, 1251, 2870, 914, 2729, 2136]"
315,316,"[318, 356, 296, 480, 593, 110, 47, 150, 34, 48]"
316,317,"[79132, 48516, 318, 2959, 2571, 58559, 4226, 3949, 80463, 6874]"
317,318,"[160684, 69953, 8190, 128900, 66511, 116505, 90630, 80553, 136024, 90528]"
318,319,"[318, 356, 79132, 2571, 593, 1, 260, 7153, 527, 110]"
319,320,"[31184, 26555, 42718, 3404, 4387, 59900, 3534, 5785, 62999, 6283]"
320,321,"[592, 153, 150, 590, 344, 595, 165, 380, 588, 292]"
321,322,"[318, 356, 296, 858, 2571, 260, 593, 608, 47, 2858]"
322,323,"[356, 318, 593, 296, 110, 150, 595, 364, 588, 590]"
323,324,"[3912, 3899, 3884, 3952, 3915, 3910, 2764, 3943, 3864, 3978]"
324,325,"[1199, 2848, 1097, 541, 183, 4927, 924, 2511, 2894, 4117]"
325,326,"[79132, 48516, 92259, 6016, 318, 86781, 2329, 96829, 593, 4226]"
326,327,"[318, 2329, 2959, 1213, 356, 58559, 1193, 3578, 858, 48516]"
327,328,"[356, 318, 2571, 260, 1198, 1, 4993, 7153, 1270, 1197]"
328,329,"[136850, 4789, 858, 130482, 318, 1252, 1237, 750, 1201, 1206]"
