,userId,recommended_movies
33,34,"[4973, 318, 110, 2324, 7438, 589, 4246, 1527, 1682, 1721]"
34,35,"[261, 62, 342, 39, 236, 266, 592, 185, 33310, 33294]"
35,36,"[904, 1262, 1234, 1252, 1358, 1094, 2359, 4220, 4085, 1485]"
36,37,"[590, 292, 1, 33421, 33294, 33188, 33171, 33166, 33164, 33162]"
37,38,"[356, 593, 508, 590, 161, 457, 17, 21, 163, 368]"
38,39,"[1200, 1213, 1214, 2858, 1276, 745, 47, 1196, 364, 589]"
39,40,"[306, 296, 590, 163, 26, 62, 454, 216, 351, 588]"
40,41,"[1219, 68157, 4973, 5816, 3916, 6377, 67255, 50, 2160, 109374]"
41,42,"[1213, 1089, 2144, 2000, 1307, 1245, 2918, 2028, 3100, 1127]"
42,43,"[1356, 595, 590, 377, 362, 165, 616, 539, 351, 648]"
43,44,"[3, 1429, 661, 648, 33158, 33421, 33310, 33294, 33188, 33171]"
44,45,"[296, 593, 356, 2959, 4034, 3114, 70, 3396, 2944, 1500]"
45,46,"[457, 593, 595, 111, 592, 454, 349, 165, 339, 266]"
46,47,"[1203, 318, 55247, 33166, 30707, 84152, 2908, 53894, 508, 4022]"
47,48,"[1625, 780, 2617, 48, 172, 168, 3623, 1, 33162, 33294]"
48,49,"[356, 110, 527, 47099, 1097, 33004, 33162, 33310, 32728, 33294]"
49,50,"[1252, 2571, 608, 74458, 97304, 1136, 1263, 33794, 1225, 48780]"
50,51,"[1267, 1249, 1201, 965, 1304, 260, 333, 7147, 589, 4262]"
51,52,"[1704, 48516, 58559, 1210, 5064, 7438, 34405, 54995, 8961, 68358]"
52,53,"[1441, 1982, 413, 1, 33162, 33421, 33310, 33294, 33188, 33171]"
53,54,"[296, 593, 47, 194, 480, 377, 410, 33164, 33421, 33310]"
54,55,"[2580, 33166, 2427, 2278, 2100, 3101, 673, 186, 33437, 33421]"
55,56,"[593, 457, 110, 480, 367, 317, 786, 316, 160, 153]"
56,57,"[1250, 1210, 2788, 2571, 1249, 2700, 778, 1197, 720, 553]"
57,58,"[50, 440, 353, 280, 161, 288, 39, 362, 62, 368]"
58,59,"[750, 1252, 527, 858, 1247, 1221, 110, 111, 928, 924]"
59,60,"[1242, 783, 48, 1, 33154, 33294, 33188, 33171, 33166, 33164]"
60,61,"[1258, 1208, 7438, 4993, 5952, 16, 33437, 33421, 33310, 33294]"
61,62,"[858, 2959, 260, 38061, 48516, 778, 49272, 81845, 109374, 3000]"
62,63,"[1704, 2959, 48516, 1387, 2329, 912, 1210, 5903, 7438, 5418]"
63,64,"[2804, 1221, 608, 7153, 858, 1387, 4993, 1196, 1732, 1148]"
64,65,"[2959, 527, 64614, 1246, 44191, 97752, 32898, 32666, 33294, 33188]"
65,66,"[2959, 1252, 2571, 1213, 1203, 7153, 6874, 3037, 1201, 2019]"
66,67,"[4306, 589, 293, 152081, 1580, 27193, 8604, 33124, 33004, 33310]"
67,68,"[457, 318, 1610, 910, 223, 2150, 1258, 364, 6365, 2083]"
68,69,"[1193, 593, 3863, 4643, 1, 33162, 33310, 33294, 33188, 33171]"
69,70,"[3147, 1172, 1272, 1704, 1955, 3468, 1682, 72011, 1288, 1269]"
70,71,"[260, 62, 733, 837, 736, 707, 95, 160, 33164, 33421]"
71,72,"[527, 296, 356, 858, 2329, 47, 2427, 165, 1, 33171]"
72,73,"[112852, 6874, 924, 8636, 80463, 109374, 7438, 58559, 3969, 122904]"
73,74,"[56782, 1221, 4034, 1209, 1673, 44555, 475, 2300, 608, 6711]"
74,75,"[1196, 47, 7153, 1198, 2078, 1266, 8961, 44199, 1199, 33493]"
75,76,"[1682, 2959, 1221, 296, 57669, 68157, 1214, 5445, 1220, 80463]"
76,77,"[1198, 4226, 6539, 8961, 2571, 33794, 5989, 7438, 33004, 33164]"
77,78,"[2571, 1, 59315, 3868, 165, 3087, 6537, 1552, 5400, 3809]"
78,79,"[1222, 260, 1221, 1387, 1240, 1210, 1954, 1242, 1261, 1215]"
79,80,"[318, 858, 58559, 3275, 1221, 48780, 6874, 79132, 8950, 5064]"
80,81,"[318, 32, 110, 161, 329, 344, 33164, 33421, 33310, 33294]"
81,82,"[1198, 1748, 7153, 1201, 364, 110, 3793, 3052, 260, 5669]"
82,83,"[3147, 1223, 356, 364, 1172, 56367, 44191, 923, 2115, 48774]"
83,84,"[318, 50, 904, 1196, 260, 356, 1193, 475, 1234, 6]"
84,85,"[527, 1207, 1183, 1635, 515, 538, 1596, 53, 314, 1140]"
85,86,"[2858, 4993, 4306, 1210, 3300, 59315, 5445, 4901, 1680, 419]"
86,87,"[4571, 5971, 1345, 2009, 531, 32906, 33166, 33437, 33421, 33310]"
87,88,"[79132, 5989, 58559, 223, 5418, 1193, 68157, 4993, 8665, 7312]"
88,89,"[750, 1732, 1136, 54503, 1148, 84944, 46578, 4014, 1278, 3097]"
89,90,"[1411, 260, 1057, 1, 805, 17, 892, 1046, 818, 685]"
90,91,"[2959, 1206, 1196, 7153, 3000, 1249, 1197, 1210, 6874, 1617]"
91,92,"[51662, 3168, 69757, 2501, 2454, 2139, 33158, 33310, 33294, 33188]"
92,93,"[318, 110, 1356, 150, 2359, 480, 2355, 2174, 2916, 2012]"
93,94,"[318, 110, 32, 590, 11, 377, 587, 588, 292, 597]"
94,95,"[541, 1196, 1089, 1198, 260, 4878, 1921, 6502, 1270, 480]"
95,96,"[1221, 2858, 1617, 50, 1291, 34, 1214, 306, 1625, 299]"
96,97,"[4306, 5420, 4701, 4025, 3717, 4270, 4643, 4638, 33145, 33171]"
97,98,"[4226, 2324, 1197, 593, 1193, 122926, 1036, 122912, 56152, 81847]"
98,99,"[281, 555, 150, 288, 22, 236, 266, 259, 380, 592]"
99,100,"[1270, 1197, 1213, 590, 2028, 838, 62, 932, 2716, 555]"
100,101,"[2692, 2762, 2700, 3160, 2396, 3298, 2337, 3219, 2712, 2723]"
101,102,"[356, 474, 590, 480, 380, 161, 440, 454, 231, 552]"
102,103,"[296, 527, 1213, 6016, 1089, 608, 593, 2571, 1394, 923]"
103,104,"[356, 260, 1148, 5618, 1223, 2502, 48780, 73017, 81845, 81847]"
104,105,"[2571, 904, 1704, 356, 1225, 56782, 5618, 778, 115569, 3275]"
105,106,"[5952, 69844, 47099, 59315, 5218, 5349, 45722, 53125, 33004, 33085]"
106,107,"[296, 590, 62, 104, 329, 349, 292, 317, 434, 160]"
107,108,"[1204, 1097, 541, 4878, 1095, 3072, 5349, 5989, 151, 5466]"
108,109,"[318, 527, 47, 163, 14, 589, 290, 110, 1033, 514]"
109,110,"[527, 4011, 296, 1276, 2692, 1208, 1198, 6016, 909, 1279]"
110,111,"[7361, 79702, 2918, 4226, 16, 4306, 8360, 33794, 2858, 4878]"
111,112,"[1198, 4993, 58559, 6, 5952, 79132, 68157, 91529, 161, 16]"
112,113,"[1276, 1086, 1617, 1247, 4126, 3108, 1265, 3359, 2076, 1944]"
113,114,"[260, 81834, 60069, 79702, 6377, 52722, 1, 33162, 33294, 33188]"
114,115,"[1208, 1198, 457, 2804, 2762, 2028, 1241, 1200, 110, 594]"
115,116,"[1225, 1198, 527, 1059, 356, 4963, 3072, 1247, 1380, 1721]"
116,117,"[593, 590, 608, 474, 261, 161, 280, 480, 362, 733]"
117,118,"[1221, 1196, 2918, 1059, 1810, 2378, 153, 1, 33437, 33421]"
118,119,"[2571, 48516, 81845, 5995, 5952, 105504, 79132, 119145, 91542, 109374]"
119,120,"[260, 52, 780, 783, 765, 33145, 33188, 33171, 33166, 33164]"
120,121,"[318, 246, 1, 6, 353, 337, 539, 253, 454, 33124]"
121,122,"[1089, 858, 48516, 1247, 593, 50, 47, 923, 3089, 2761]"
122,123,"[318, 2959, 4226, 109487, 296, 6016, 76093, 260, 115617, 91542]"
123,124,"[593, 1223, 296, 1884, 175, 3556, 8641, 79592, 480, 2353]"
124,125,"[1270, 168252, 2959, 68237, 79132, 318, 6016, 106782, 2692, 134130]"
125,126,"[318, 364, 161, 349, 34, 253, 288, 434, 208, 33166]"
126,127,"[4226, 903, 2763, 913, 5060, 55276, 2144, 1747, 3101, 33171]"
127,128,"[1617, 1136, 608, 260, 940, 965, 33164, 33437, 33421, 33310]"
128,129,"[1222, 1196, 8368, 260, 33166, 6711, 8132, 5952, 6539, 588]"
129,130,"[318, 588, 150, 349, 231, 317, 32898, 33162, 33294, 33188]"
130,131,"[2571, 1233, 296, 1136, 2028, 2858, 1200, 58559, 608, 260]"
131,132,"[5618, 914, 1704, 1219, 7371, 50, 3793, 912, 1249, 64839]"
132,133,"[110, 457, 223, 377, 253, 588, 300, 780, 153, 1]"
133,134,"[1, 161, 110, 163, 590, 509, 208, 33138, 32906, 33421]"
134,135,"[2959, 2692, 608, 293, 1682, 1291, 4027, 3578, 593, 2762]"
135,136,"[293, 47, 353, 337, 328, 150, 454, 440, 349, 15]"
136,137,"[1237, 904, 527, 1225, 903, 7153, 1221, 1203, 858, 1219]"
137,138,"[59784, 2116, 2826, 1, 33158, 33310, 33294, 33188, 33171, 33166]"
138,139,"[6539, 79132, 7438, 68237, 54001, 6333, 8874, 44665, 94864, 4886]"
139,140,"[527, 1704, 318, 1242, 595, 1193, 4886, 6787, 912, 4995]"
140,141,"[7153, 4011, 4973, 1197, 1196, 48516, 2571, 2959, 51255, 60069]"
141,142,"[50, 296, 593, 588, 508, 281, 150, 377, 95, 1]"
142,143,"[356, 81847, 6942, 36525, 1307, 78499, 79702, 6944, 56949, 31433]"
143,144,"[527, 1035, 541, 4993, 3037, 589, 1246, 6377, 364, 47]"
144,145,"[161, 1, 590, 300, 329, 344, 33903, 33162, 33310, 33294]"
145,146,"[35836, 830, 3257, 1367, 410, 502, 33154, 33294, 33188, 33171]"
146,147,"[1396, 342, 1376, 552, 315, 168, 2699, 33145, 33836, 33188]"
147,148,"[1197, 68954, 356, 5952, 31658, 5618, 122886, 89745, 4886, 76093]"
148,149,"[1196, 589, 1200, 480, 1580, 1037, 1371, 849, 737, 1544]"
149,150,"[733, 62, 648, 780, 653, 79, 7, 33085, 33162, 33310]"
150,151,"[562, 1393, 648, 107, 609, 92, 141, 810, 813, 1405]"
151,152,"[1221, 1136, 48516, 96829, 86504, 91630, 60074, 72378, 33154, 33171]"
152,153,"[4226, 2571, 2959, 109487, 44191, 4973, 46578, 5992, 1193, 112552]"
153,154,"[69844, 119145, 164179, 98243, 122900, 96610, 130634, 106002, 32598, 33124]"
154,155,"[2028, 3114, 3052, 3555, 333, 141, 2355, 2879, 2880, 1580]"
155,156,"[2571, 541, 750, 2997, 1262, 1252, 260, 904, 1206, 1199]"
156,157,"[953, 785, 2490, 2392, 3268, 1, 33188, 33171, 33166, 33164]"
157,158,"[2572, 3301, 55391, 66320, 7541, 2490, 55282, 53000, 837, 33158]"
158,159,"[7361, 318, 1307, 296, 1704, 2858, 88810, 106920, 68954, 56367]"
159,160,"[4011, 2716, 924, 1208, 1962, 296, 2700, 5991, 904, 541]"
160,161,"[318, 1223, 38038, 4995, 3429, 2336, 2018, 1289, 1965, 5643]"
161,162,"[296, 356, 608, 272, 280, 150, 17, 590, 509, 261]"
162,163,"[1608, 1777, 1837, 33162, 33437, 33421, 33310, 33294, 33188, 33171]"
163,164,"[1210, 1200, 2167, 3793, 3654, 1047, 4023, 32906, 33164, 33294]"
164,165,"[1221, 5989, 908, 110, 4963, 5218, 1127, 5377, 480, 3256]"
165,166,"[5618, 1222, 7153, 1276, 593, 2858, 1198, 3147, 48516, 1704]"
166,167,"[3421, 7153, 720, 356, 5952, 2762, 5218, 2231, 539, 3114]"
167,168,"[1089, 296, 750, 4973, 1193, 1222, 2019, 2858, 30749, 1248]"
168,169,"[3147, 4995, 4886, 4963, 2028, 899, 1028, 953, 3160, 5218]"
169,170,"[296, 593, 110, 457, 150, 161, 480, 377, 368, 587]"
170,171,"[1208, 318, 1304, 1198, 1259, 1220, 1214, 800, 1025, 290]"
171,172,"[1210, 1270, 593, 1215, 2762, 1125, 1994, 2072, 33188, 33437]"
172,173,"[110, 150, 587, 500, 1, 33310, 33294, 33188, 33171, 33166]"
173,174,"[296, 527, 590, 595, 588, 553, 539, 350, 253, 316]"
174,175,"[2300, 7169, 38388, 8643, 8362, 3791, 33154, 33188, 33171, 33166]"
175,176,"[296, 588, 150, 161, 380, 292, 370, 168, 33294, 33085]"
176,177,"[1104, 953, 1207, 260, 920, 1283, 1175, 6377, 2918, 47]"
177,178,"[296, 7361, 4973, 608, 1193, 3996, 8961, 30749, 6502, 290]"
178,179,"[593, 356, 589, 113, 165, 367, 349, 292, 52, 316]"
179,180,"[2959, 1242, 2140, 2723, 33158, 33421, 33310, 33294, 33188, 33171]"
180,181,"[11, 590, 6, 477, 494, 474, 1073, 230, 165, 22]"
181,182,"[912, 1653, 7438, 903, 1228, 1208, 1199, 608, 1193, 2858]"
182,183,"[1201, 2947, 733, 3107, 3418, 1370, 2058, 2993, 2534, 3247]"
183,184,"[58559, 112552, 109374, 4896, 80463, 91529, 105653, 8807, 59022, 6283]"
184,185,"[899, 919, 4308, 2565, 1907, 2396, 3598, 3554, 3753, 5804]"
185,186,"[1148, 2571, 1240, 1198, 541, 1200, 1584, 1097, 2000, 2064]"
186,187,"[912, 4034, 1209, 6874, 356, 6440, 2502, 1198, 1206, 778]"
187,188,"[913, 1304, 1035, 906, 2243, 1747, 830, 2346, 1091, 33725]"
188,189,"[2959, 318, 356, 58559, 5952, 593, 54286, 1, 33162, 33310]"
189,190,"[1221, 5618, 4848, 79132, 7323, 5013, 5445, 8622, 8961, 5816]"
190,191,"[308, 162, 306, 161, 236, 314, 494, 300, 496, 34]"
191,192,"[296, 356, 454, 349, 225, 288, 33124, 33138, 33421, 33310]"
192,193,"[7153, 593, 858, 97938, 33145, 33188, 33171, 33166, 33164, 33162]"
193,194,"[1035, 7143, 1653, 1396, 163, 1380, 784, 33421, 33310, 33294]"
194,195,"[296, 260, 908, 527, 2580, 538, 1449, 4306, 1673, 2763]"
195,196,"[457, 1259, 4963, 1214, 44665, 150, 47099, 51935, 33164, 33294]"
196,197,"[1201, 541, 1080, 1784, 1909, 1377, 2793, 33162, 33310, 33294]"
197,198,"[778, 593, 318, 750, 4995, 1230, 1196, 4011, 1197, 32]"
198,199,"[7361, 1198, 318, 56367, 1278, 1265, 6617, 1208, 1089, 48516]"
199,200,"[318, 7361, 1704, 8874, 7153, 4993, 913, 1198, 1210, 8961]"
200,201,"[260, 356, 2028, 293, 1035, 1291, 2858, 2355, 480, 2094]"
201,202,"[1276, 1089, 608, 1266, 318, 1204, 1265, 1270, 541, 296]"
202,203,"[49272, 110, 5952, 3578, 54286, 59315, 333, 88744, 7458, 98809]"
203,204,"[1208, 1136, 1090, 51255, 48780, 30749, 58559, 1080, 4886, 5218]"
204,205,"[4896, 5816, 91542, 99114, 3033, 1, 33171, 33166, 33164, 33162]"
205,206,"[608, 58, 1, 17, 36, 648, 62, 14, 786, 33124]"
206,207,"[3740, 100, 637, 2428, 1, 33310, 33294, 33188, 33171, 33166]"
207,208,"[457, 110, 2278, 2427, 380, 2058, 33164, 33437, 33421, 33310]"
208,209,"[57669, 1704, 68954, 2028, 593, 92259, 60684, 33158, 33294, 33188]"
209,210,"[1198, 7153, 68358, 4306, 88125, 79091, 112852, 2716, 89745, 1356]"
210,211,"[58559, 1136, 1210, 7153, 1222, 1223, 69481, 50, 4011, 3578]"
211,212,"[4011, 750, 56367, 2959, 109487, 541, 1059, 27773, 318, 589]"
212,213,"[1203, 7153, 912, 4306, 1291, 1, 2115, 2232, 1721, 80363]"
213,214,"[1356, 83, 661, 1, 33154, 33294, 33188, 33171, 33166, 33164]"
214,215,"[1196, 1259, 4993, 7361, 1089, 1704, 5952, 912, 1291, 4019]"
215,216,"[1252, 2761, 2788, 1278, 898, 933, 1292, 913, 2289, 1617]"
216,217,"[110, 260, 2028, 1291, 2571, 1148, 2115, 1221, 457, 2150]"
217,218,"[1673, 1307, 750, 2657, 3608, 33162, 33310, 33294, 33188, 33171]"
218,219,"[4995, 260, 1196, 1221, 8874, 1682, 1197, 1288, 60069, 1198]"
219,220,"[4011, 58559, 296, 8636, 2959, 260, 1270, 2174, 1704, 6377]"
220,221,"[4973, 750, 951, 541, 7361, 904, 1172, 32, 923, 1089]"
221,222,"[1206, 2571, 74458, 68157, 58559, 64614, 106782, 4993, 6711, 4239]"
222,223,"[1136, 8636, 110, 457, 3793, 1240, 6874, 48394, 480, 2144]"
223,224,"[1197, 2804, 969, 2716, 1968, 1265, 593, 2108, 2248, 2167]"
224,225,"[333, 5060, 441, 1079, 1259, 1270, 3039, 2716, 2000, 2423]"
225,226,"[260, 1288, 1704, 1278, 1276, 3160, 1035, 4011, 1204, 44195]"
226,227,"[1196, 2959, 750, 56782, 30749, 49272, 593, 858, 527, 81845]"
227,228,"[858, 541, 60069, 2571, 3510, 33188, 33171, 33166, 33164, 33162]"
228,229,"[318, 527, 593, 475, 508, 253, 34, 377, 454, 300]"
229,230,"[3578, 1200, 6377, 589, 2985, 3527, 8961, 1682, 45722, 50872]"
230,231,"[858, 5952, 1036, 1200, 1, 33162, 33421, 33310, 33294, 33188]"
231,232,"[4226, 2329, 858, 527, 356, 2291, 46578, 1136, 2791, 54259]"
232,233,"[296, 7361, 109487, 4993, 1089, 48516, 64614, 7438, 1258, 110]"
233,234,"[1028, 1196, 2028, 260, 1275, 553, 1198, 2161, 1460, 2115]"
234,235,"[593, 539, 246, 265, 480, 235, 594, 474, 380, 25]"
235,236,"[2502, 2596, 1350, 2490, 1388, 2505, 33162, 33310, 33294, 33188]"
236,237,"[2858, 293, 106782, 44555, 6377, 46976, 1580, 78469, 5679, 1586]"
237,238,"[1272, 4499, 4947, 1097, 4946, 4498, 421, 3101, 4310, 455]"
238,239,"[7153, 593, 50, 1252, 2028, 2959, 6, 1225, 1222, 457]"
239,240,"[356, 110, 165, 2, 480, 239, 60, 383, 39, 367]"
240,241,"[1221, 55442, 2028, 1206, 27773, 2324, 109374, 46578, 56367, 112290]"
241,242,"[296, 47, 590, 161, 253, 21, 300, 329, 410, 434]"
242,243,"[527, 161, 165, 648, 153, 248, 410, 420, 193, 33162]"
243,244,"[2571, 1610, 3361, 1183, 1079, 3578, 2028, 368, 1356, 3256]"
244,245,"[3196, 2599, 1361, 581, 3274, 3257, 33145, 33171, 33166, 33164]"
245,246,"[296, 69481, 589, 1304, 5902, 4144, 1732, 3949, 6377, 1206]"
246,247,"[858, 7153, 68954, 296, 2571, 4993, 1291, 1198, 109487, 356]"
247,248,"[6377, 122918, 45722, 3793, 60069, 6539, 91500, 86880, 316, 32728]"
248,249,"[260, 2329, 1704, 56782, 750, 7153, 34405, 91529, 2502, 2028]"
249,250,"[1035, 4886, 2085, 1597, 1876, 1, 33164, 33421, 33310, 33294]"
250,251,"[1089, 296, 1704, 2959, 1208, 1, 33158, 33294, 33188, 33171]"
251,252,"[1, 134853, 6377, 90866, 164179, 106696, 152081, 164909, 166461, 33004]"
252,253,"[2324, 6016, 1212, 44555, 5991, 2300, 7099, 5902, 3363, 446]"
253,254,"[318, 2959, 904, 50, 2028, 2329, 2762, 5995, 260, 7090]"
254,255,"[2542, 1230, 2804, 1304, 1210, 2064, 3504, 4361, 2355, 3751]"
255,256,"[109487, 68157, 6502, 1196, 4963, 8360, 111759, 92259, 6874, 117176]"
256,257,"[5952, 1304, 3996, 1288, 16, 494, 1500, 2791, 2406, 370]"
257,258,"[527, 1197, 68954, 70286, 2762, 47099, 122886, 48394, 33085, 33124]"
258,259,"[4993, 7361, 4886, 1517, 4018, 7149, 786, 7155, 33294, 33188]"
259,260,"[778, 1199, 1223, 4973, 29, 5690, 162, 4437, 8784, 4878]"
260,261,"[1089, 58559, 2194, 3897, 47, 1625, 5810, 112138, 2060, 69122]"
261,262,"[318, 334, 125, 515, 21, 17, 36, 538, 233, 230]"
262,263,"[318, 1704, 7361, 6711, 4993, 529, 912, 8368, 110, 1148]"
263,264,"[5064, 364, 1356, 1023, 32, 1374, 7841, 480, 151, 316]"
264,265,"[2028, 1276, 1270, 593, 2571, 3730, 3148, 1921, 2858, 3451]"
265,266,"[296, 1222, 2959, 1732, 1617, 1215, 260, 1259, 1912, 1884]"
266,267,"[1196, 1197, 541, 1198, 924, 110, 29, 3552, 58, 2890]"
267,268,"[1201, 1222, 2571, 898, 1291, 2580, 1580, 2511, 1964, 1791]"
268,269,"[1, 733, 76, 494, 783, 780, 828, 1047, 63, 8949]"
269,270,"[32, 62, 58, 104, 112, 135, 653, 3, 788, 762]"
270,271,"[969, 6787, 6502, 2968, 1282, 1674, 6658, 1120, 1994, 5810]"
271,272,"[148626, 3147, 99114, 1240, 49272, 1682, 34405, 5903, 134853, 1580]"
272,273,"[608, 593, 32, 111, 364, 34, 235, 589, 539, 590]"
273,274,"[1210, 7361, 260, 1196, 78499, 48516, 1276, 1967, 56782, 1270]"
274,275,"[318, 541, 356, 924, 2959, 1265, 1199, 926, 1225, 1704]"
275,276,"[1196, 364, 480, 745, 104, 2, 837, 783, 609, 370]"
276,277,"[1, 1429, 1043, 1359, 836, 95, 849, 637, 65, 33903]"
277,278,"[54272, 1347, 33145, 33294, 33188, 33171, 33166, 33164, 33162, 33158]"
278,279,"[1213, 608, 4226, 2502, 1222, 48780, 110, 109487, 1208, 1200]"
279,280,"[4973, 81845, 58559, 48516, 1207, 1213, 1270, 916, 64614, 1028]"
280,281,"[3897, 3911, 51662, 1515, 33138, 33188, 33171, 33166, 33164, 33162]"
281,282,"[5995, 3147, 1704, 58559, 4306, 2788, 3039, 3949, 111, 1213]"
282,283,"[1210, 69, 1580, 586, 788, 33004, 33164, 33421, 33310, 33294]"
283,284,"[318, 110, 356, 223, 500, 474, 235, 165, 440, 342]"
284,285,"[904, 296, 1247, 2804, 3897, 1285, 1093, 33162, 33310, 33294]"
285,286,"[4011, 2571, 1258, 7438, 4993, 593, 5989, 4963, 1682, 3578]"
286,287,"[5618, 247, 6552, 223, 3949, 441, 1197, 3034, 1682, 3916]"
287,288,"[1196, 318, 1215, 1283, 593, 1136, 1222, 589, 1208, 5618]"
288,289,"[1208, 16, 7028, 1101, 6327, 6125, 708, 7025, 1917, 266]"
289,290,"[750, 1198, 1250, 1136, 593, 1089, 541, 1208, 1252, 1219]"
290,291,"[68954, 72998, 122892, 122904, 118696, 33830, 33138, 33188, 33171, 33166]"
291,292,"[364, 6377, 8636, 5816, 2028, 1221, 589, 8665, 72641, 593]"
292,293,"[593, 1617, 608, 1097, 2003, 151, 420, 3744, 742, 2411]"
293,294,"[1276, 1198, 1967, 296, 1261, 588, 1732, 69, 2041, 514]"
294,295,"[912, 2959, 4226, 1201, 1089, 1198, 296, 4973, 6874, 1287]"
295,296,"[2571, 2028, 1704, 166528, 7156, 33493, 5378, 33166, 33437, 33421]"
296,297,"[593, 1610, 288, 70, 1004, 377, 1407, 170, 1488, 1620]"
297,298,"[1196, 4973, 1270, 1222, 750, 1208, 1197, 6350, 7361, 111]"
298,299,"[1214, 3578, 2716, 1258, 3753, 3300, 3624, 2628, 32728, 33162]"
299,300,"[2858, 4973, 2324, 1704, 112290, 1172, 4848, 79132, 81591, 1]"
300,301,"[296, 7361, 527, 50, 47, 608, 1270, 3996, 356, 4963]"
301,302,"[608, 1198, 293, 480, 383, 1, 33166, 33437, 33421, 33310]"
302,303,"[1258, 1200, 1214, 1210, 6303, 1196, 6333, 1097, 2640, 1517]"
303,304,"[1240, 260, 954, 1704, 3052, 1079, 364, 595, 1183, 2571]"
304,305,"[1197, 3681, 293, 6016, 97304, 904, 953, 6, 318, 1200]"
305,306,"[4963, 4886, 68954, 4720, 122918, 134853, 56152, 72737, 76093, 117590]"
306,307,"[1196, 2959, 1210, 1197, 608, 7153, 1201, 3535, 2005, 4979]"
307,308,"[1136, 1148, 68954, 2959, 54001, 318, 2762, 253, 912, 1221]"
308,309,"[1198, 898, 527, 2028, 4993, 1219, 296, 1172, 971, 7143]"
309,310,"[1204, 6711, 1198, 745, 246, 2944, 529, 1517, 2657, 2457]"
310,311,"[1208, 4936, 2174, 1, 33158, 33310, 33294, 33188, 33171, 33166]"
311,312,"[527, 1222, 1233, 1089, 1617, 4235, 1272, 1090, 5902, 1356]"
312,313,"[541, 2571, 1221, 1212, 47, 1089, 1275, 2959, 223, 3081]"
313,314,"[296, 1, 594, 6, 610, 524, 553, 21, 592, 163]"
314,315,"[1201, 1035, 2529, 2132, 2729, 2554, 2870, 2085, 33437, 33421]"
315,316,"[2502, 2858, 2572, 8622, 1073, 353, 3186, 3751, 3798, 4025]"
316,317,"[750, 1213, 293, 1219, 1704, 56782, 296, 223, 50, 88163]"
317,318,"[4995, 3147, 904, 4973, 64614, 2324, 2542, 80906, 441, 6]"
318,319,"[112552, 356, 60069, 122886, 1907, 152081, 137857, 1, 33171, 33166]"
